TCGA.A6.A565	TCGA.A6.2671	TCGA.AA.A02K	TCGA.AZ.4682	TCGA.AA.3973	TCGA.A6.5664	TCGA.A6.A566	TCGA.AZ.6600	TCGA.AA.3680	TCGA.NH.A6GB	TCGA.AA.3844	TCGA.AA.3972	TCGA.CM.4748	TCGA.AA.3692
ENSG00000258311	246	19	166	49	18	73	74	134	38	66	21	15	5	45
ENSG00000258312	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258313	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258314	0	0	0	0	0	0	0	0	0	0	0	0	5	9
ENSG00000258315	118	11	66	81	18	34	60	48	11	29	19	16	1	23
ENSG00000258316	2	0	1	0	1	1	0	1	0	0	0	1	2	0
ENSG00000258317	25	0	23	11	1	5	1	5	1	5	3	3	0	10
ENSG00000258320	0	4	2	1	1	1	0	0	0	0	0	1	4	1
ENSG00000258323	2	0	0	0	1	1	0	0	0	1	0	0	0	0
ENSG00000258324	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258325	19	1	17	22	3	13	9	5	5	13	7	3	0	12
ENSG00000258331	0	1	0	0	2	2	2	0	0	0	0	0	1	0
ENSG00000258332	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258334	5	3	15	1	0	4	0	3	3	6	2	1	4	3
ENSG00000258336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258337	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258338	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258342	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000258343	1	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000258344	9	0	11	0	4	6	10	2	0	9	2	1	2	3
ENSG00000258345	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258346	0	0	1	0	0	0	0	0	0	0	0	0	4	1
ENSG00000258350	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258352	40	3	5	2	1	6	10	2	4	4	2	2	0	4
ENSG00000258354	1	0	15	3	1	2	2	0	0	5	0	0	0	1
ENSG00000258355	4	3	0	0	2	5	4	2	1	0	2	2	2	0
ENSG00000258357	3	3	0	3	0	0	2	0	0	2	0	0	0	7
ENSG00000258358	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258359	6	6	11	12	3	5	10	3	4	13	3	1	0	8
ENSG00000258360	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000258364	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258365	44	7	1	15	4	23	21	37	5	11	8	5	0	9
ENSG00000258366	111	87	77	79	24	43	44	35	12	210	30	46	2	28
ENSG00000258367	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258368	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258369	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258373	4	14	0	2	2	0	3	0	0	0	8	3	0	5
ENSG00000258375	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258376	50	5	6	8	2	43	37	12	4	7	1	8	4	22
ENSG00000258377	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258378	2	2	2	7	1	0	7	4	2	3	1	1	0	0
ENSG00000258379	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258380	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258381	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258383	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258384	27	20	24	19	3	10	14	8	8	13	9	9	5	15
ENSG00000258385	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000258386	9	0	1	0	0	12	0	0	6	0	0	0	0	0
ENSG00000258387	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258388	97	36	101	41	20	39	45	22	12	52	15	19	1	14
ENSG00000258390	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258392	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258393	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258394	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258397	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000258399	9	0	1	1	0	2	9	5	0	0	0	1	0	3
ENSG00000258400	2	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000258401	1	44	1	2	3	0	0	1	3	1	9	3	3	5
ENSG00000258402	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258404	123	9	43	12	13	60	23	3	5	7	14	7	3	12
ENSG00000258405	38	0	2	4	1	9	9	8	0	3	3	1	2	2
ENSG00000258406	0	0	0	0	0	0	0	0	0	0	0	0	4	1
ENSG00000258407	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258408	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000258410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258411	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258412	8	0	1	0	0	3	2	2	0	1	0	0	0	1
ENSG00000258413	8	2	2	2	12	4	1	2	4	3	1	0	3	9
ENSG00000258414	4	0	0	0	0	1	1	0	0	0	1	0	0	0
ENSG00000258415	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258416	0	0	0	4	2	1	0	0	0	0	0	0	0	1
ENSG00000258417	1	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000258419	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258420	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258421	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000258422	0	0	5	5	0	1	0	2	1	0	0	0	0	0
ENSG00000258423	0	0	0	0	0	0	0	1	0	0	0	0	0	2
ENSG00000258424	75	1	24	9	19	24	26	23	4	13	11	9	0	10
ENSG00000258425	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000258426	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258427	28	93	7	25	12	11	14	3	9	4	16	7	3	29
ENSG00000258428	8	1	0	0	0	2	2	1	0	0	0	0	0	4
ENSG00000258429	58	264	348	179	136	110	66	139	63	145	203	104	6	140
ENSG00000258430	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258431	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258433	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000258435	0	1	10	7	2	0	0	0	0	3	0	2	0	0
ENSG00000258436	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258437	0	2	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258438	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258439	7	1	6	0	1	3	1	2	0	3	0	0	0	2
ENSG00000258440	0	0	1	0	0	0	0	0	2	0	0	0	0	6
ENSG00000258441	795	57	98	197	135	304	171	362	58	305	93	80	9	65
ENSG00000258443	11	0	2	5	6	1	3	2	7	2	0	0	0	1
ENSG00000258444	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000258445	4	5	0	3	2	1	2	0	0	0	7	1	0	2
ENSG00000258446	2	0	7	2	0	2	2	2	1	1	1	0	0	1
ENSG00000258448	1	0	0	2	0	1	2	2	0	1	0	0	0	0
ENSG00000258449	3	0	0	0	0	1	0	0	3	0	0	0	0	0
ENSG00000258450	5	1	7	3	2	6	2	2	2	3	0	5	0	0
ENSG00000258451	25	8	16	5	16	5	8	4	1	1	8	1	0	0
ENSG00000258452	0	2	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000258453	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258454	7	1	4	4	0	2	0	2	0	3	0	0	0	3
ENSG00000258455	6	0	0	0	1	0	1	1	0	0	0	0	0	0
ENSG00000258456	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258457	15	5	26	13	4	15	11	4	13	6	3	3	8	16
ENSG00000258458	14	0	8	5	4	5	2	4	2	7	3	6	4	14
ENSG00000258459	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258460	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000258461	246	12	108	42	27	46	54	49	13	30	20	25	3	31
ENSG00000258462	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000258463	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258464	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258465	7	1	10	1	1	4	0	4	0	3	0	0	0	2
ENSG00000258466	5	0	2	1	1	2	0	1	0	2	0	2	0	0
ENSG00000258467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258468	0	0	0	0	0	0	1	0	0	0	0	0	2	0
ENSG00000258469	81	31	38	32	22	14	33	37	7	14	13	14	1	34
ENSG00000258471	28	2	66	44	1	23	23	15	8	6	4	1	0	95
ENSG00000258472	123	20	130	55	26	51	43	43	21	117	11	15	0	43
ENSG00000258473	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258474	80	5	50	54	10	73	45	35	19	26	73	17	0	66
ENSG00000258476	24	2	6	12	0	5	5	1	0	1	2	2	1	7
ENSG00000258477	10	10	13	17	1	3	23	1	1	10	8	0	0	1
ENSG00000258478	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258479	3	0	0	1	0	0	2	2	0	0	0	1	2	0
ENSG00000258481	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258483	7	1	2	12	30	18	3	14	2	15	39	5	0	10
ENSG00000258484	33	137	7	13	2	18	63	27	130	6	5	114	0	11
ENSG00000258485	1	1	0	1	0	1	0	0	0	0	1	0	0	0
ENSG00000258487	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258488	0	0	1	0	0	1	0	1	0	0	0	0	0	0
ENSG00000258489	0	0	0	0	0	0	1	2	0	0	0	0	2	0
ENSG00000258490	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258491	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258493	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258494	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258496	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258497	0	0	1	1	0	0	0	0	1	0	0	0	0	2
ENSG00000258498	258	102	1996	390	1739	226	760	122	50	422	765	46	21	268
ENSG00000258499	9	0	0	0	0	0	0	1	1	1	0	0	0	0
ENSG00000258500	2	1	2	0	0	1	1	0	0	1	0	0	0	0
ENSG00000258501	9	33	0	1	11	3	2	1	2	0	9	6	6	15
ENSG00000258502	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000258503	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000258504	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258506	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSG00000258507	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258509	0	7	0	0	2	0	1	0	0	0	3	0	2	1
ENSG00000258510	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000258511	14	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000258512	187	35	232	62	47	146	144	44	29	21	69	16	4	40
ENSG00000258513	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000258515	56	0	8	9	8	9	13	8	5	11	8	14	2	12
ENSG00000258516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258517	0	0	0	0	0	0	2	0	0	0	0	0	1	0
ENSG00000258519	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258520	3	2	2	1	0	2	0	3	0	2	0	1	0	2
ENSG00000258521	24	3	4	3	4	3	7	7	1	3	4	2	0	3
ENSG00000258524	5	2	2	1	2	3	0	3	3	0	0	1	0	2
ENSG00000258525	10	3	1	2	3	6	2	0	5	2	1	1	0	6
ENSG00000258526	6	0	2	7	1	3	4	8	1	1	0	2	0	1
ENSG00000258527	3	1	1	1	1	1	5	1	4	0	1	0	1	7
ENSG00000258529	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000258531	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000258532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258534	78	10	68	46	9	48	29	25	20	16	11	2	0	28
ENSG00000258535	0	1	1	0	0	1	0	3	0	0	0	0	6	0
ENSG00000258536	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258537	1	1	0	2	0	1	1	5	0	0	0	0	0	0
ENSG00000258538	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000258539	38	2	7	7	1	6	9	15	2	6	0	1	0	2
ENSG00000258540	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258541	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ENSG00000258542	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258544	1	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258545	23	5	6	24	3	220	45	11	1	2	7	1	1	9
ENSG00000258546	13	0	0	0	0	2	0	2	0	0	2	0	0	1
ENSG00000258548	1	1	10	0	0	1	0	1	0	1	0	0	0	1
ENSG00000258549	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258550	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ENSG00000258551	0	10	0	45	0	0	2	0	1	23	0	0	1	6
ENSG00000258552	0	1	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000258553	0	0	2	1	0	0	0	1	0	0	0	0	1	0
ENSG00000258554	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258555	4	0	0	1	0	2	2	1	0	3	1	0	1	1
ENSG00000258556	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000258557	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258558	5	0	3	2	0	1	4	4	2	0	1	1	3	0
ENSG00000258559	84	1	44	11	27	13	28	11	14	20	21	23	4	28
ENSG00000258560	1	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000258561	12	20	39	29	6	10	14	11	12	8	27	10	5	39
ENSG00000258562	1	0	0	0	0	1	1	0	2	0	1	0	1	0
ENSG00000258563	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258564	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258565	0	1	2	0	0	0	1	1	1	1	0	0	0	1
ENSG00000258566	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000258567	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258568	29	26	25	30	20	25	20	34	5	8	6	6	1	24
ENSG00000258569	3	0	8	4	2	4	5	1	0	1	0	0	3	3
ENSG00000258570	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258571	5	0	2	0	0	0	0	2	0	0	0	0	0	0
ENSG00000258572	29	0	1	3	2	7	4	14	3	6	2	0	1	1
ENSG00000258573	0	0	0	0	0	0	7	1	0	0	0	0	0	0
ENSG00000258576	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258577	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258578	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258580	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000258581	9	1	2	2	0	2	3	5	1	0	3	0	0	6
ENSG00000258583	0	0	2	1	0	0	3	0	0	0	1	0	0	1
ENSG00000258584	0	1	0	0	0	0	0	0	0	0	0	0	5	0
ENSG00000258585	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258586	0	0	0	5	0	0	0	1	0	1	0	0	0	0
ENSG00000258587	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000258588	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000258590	8	0	0	1	0	0	2	1	0	0	1	0	0	1
ENSG00000258591	10	2	12	13	3	3	7	1	2	6	0	1	0	6
ENSG00000258592	5	5	4	0	7	24	0	1	0	0	0	0	0	14
ENSG00000258593	20	17	37	5	17	3	11	14	12	8	18	9	1	9
ENSG00000258594	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258595	0	1	0	1	0	0	0	0	0	0	1	0	1	1
ENSG00000258597	1	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258598	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000258599	2	0	22	11	1	5	9	3	8	3	0	0	0	21
ENSG00000258600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258601	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258602	4	0	0	0	0	2	2	1	0	0	0	0	0	1
ENSG00000258603	3	0	0	2	0	3	0	1	0	1	4	0	0	4
ENSG00000258604	0	0	5	13	3	19	2	14	2	0	5	0	0	40
ENSG00000258605	4	3	3	0	2	0	2	0	0	1	0	0	0	3
ENSG00000258608	10	17	5	11	4	2	3	0	1	1	8	0	0	9
ENSG00000258609	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSG00000258610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258611	2	2	0	0	0	1	0	2	0	0	1	2	2	1
ENSG00000258613	11	15	8	11	2	2	7	3	0	6	1	3	0	6
ENSG00000258615	3	1	0	0	1	0	1	1	1	0	2	0	0	0
ENSG00000258616	0	0	0	0	0	0	0	0	0	2	0	0	0	1
ENSG00000258618	0	0	0	1	1	0	0	0	2	2	0	0	0	0
ENSG00000258619	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258620	4	1	0	2	0	2	3	2	0	0	0	1	1	5
ENSG00000258622	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258623	8	0	2	5	1	3	3	3	0	10	2	1	2	2
ENSG00000258624	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000258625	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258626	7	1	3	3	3	2	11	3	0	4	1	3	0	2
ENSG00000258627	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258628	5	10	0	56	0	0	0	0	0	0	0	1	8	0
ENSG00000258629	0	0	0	2	0	0	0	0	0	0	1	0	0	0
ENSG00000258630	22	0	6	4	1	4	1	4	8	0	0	0	1	2
ENSG00000258631	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258632	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000258633	0	0	0	1	2	0	1	0	0	1	0	0	1	3
ENSG00000258634	455	64	637	352	90	260	235	176	178	402	95	157	4	219
ENSG00000258636	3	0	0	2	1	6	3	1	0	0	0	2	0	1
ENSG00000258637	0	0	2	0	0	0	1	1	0	0	0	0	0	0
ENSG00000258638	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000258639	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258640	8	5	4	4	0	3	3	4	1	2	2	1	0	0
ENSG00000258641	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258642	0	0	11	4	0	4	5	0	1	1	0	0	1	10
ENSG00000258643	29	3	119	15	2	9	12	32	3	27	5	2	0	5
ENSG00000258644	13	3	2	15	4	19	10	8	0	4	1	2	0	11
ENSG00000258645	15	85	24	33	16	11	16	1	4	9	23	4	2	36
ENSG00000258646	18	0	9	5	3	4	5	5	0	5	6	1	0	7
ENSG00000258647	104	0	0	3	0	3	3	9	20	1	0	1	1	5
ENSG00000258648	3	1	1	0	2	1	2	1	0	0	0	0	0	3
ENSG00000258649	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000258650	1	4	0	0	1	1	0	0	0	0	1	0	2	0
ENSG00000258651	4	0	1	0	1	0	0	0	0	3	0	4	1	1
ENSG00000258653	1	0	0	3	1	0	4	2	0	1	2	1	0	0
ENSG00000258654	2	0	2	0	0	1	3	0	0	1	1	0	13	1
ENSG00000258655	333	24	174	209	73	212	111	95	96	111	47	44	0	127
ENSG00000258656	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258657	2	0	0	2	0	1	0	0	0	3	0	0	1	2
ENSG00000258658	10	1	1	1	0	1	3	2	1	0	1	0	0	2
ENSG00000258659	53	8	31	22	6	22	20	28	8	23	11	4	0	13
ENSG00000258660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258661	0	0	0	0	0	10	0	0	40	1	0	0	6	1
ENSG00000258662	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000258663	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258665	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258666	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258667	25	3	11	6	4	9	21	3	4	4	2	2	0	9
ENSG00000258668	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258670	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258671	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258672	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258673	0	1	24	0	0	1	2	0	1	0	1	2	0	0
ENSG00000258674	53	10	104	32	12	31	15	60	4	22	3	1	6	10
ENSG00000258675	1	0	0	9	0	2	0	2	1	0	1	5	0	2
ENSG00000258676	58	2	0	0	0	5	0	7	6	1	3	0	4	2
ENSG00000258677	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258678	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258679	0	0	1	2	0	0	3	0	1	0	0	0	1	0
ENSG00000258680	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258681	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258682	127	9	29	17	17	24	30	42	19	34	17	15	1	14
ENSG00000258683	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258684	1	0	0	1	0	1	0	3	0	2	0	0	0	0
ENSG00000258685	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258687	0	0	0	0	0	1	0	0	0	0	0	0	3	0
ENSG00000258689	9	0	3	23	0	6	10	1	5	19	6	10	1	1
ENSG00000258690	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258691	8	0	0	7	0	4	1	6	0	1	1	0	0	3
ENSG00000258692	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258693	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258694	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000258695	5	0	0	1	3	3	0	2	1	1	0	0	0	4
ENSG00000258696	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258698	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000258699	0	0	1	0	0	0	1	0	0	0	0	0	2	1
ENSG00000258700	5	0	0	0	0	2	1	1	0	1	0	0	4	4
ENSG00000258701	23	23	122	32	55	34	15	14	67	8	20	5	7	44
ENSG00000258702	7	0	1	0	9	0	3	1	0	1	0	0	2	0
ENSG00000258703	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258704	40	6	25	89	11	15	27	15	12	10	17	6	7	42
ENSG00000258705	2	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000258706	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258707	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258708	15	14	2	14	13	34	8	12	13	1	5	15	0	47
ENSG00000258710	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258711	0	0	2	1	0	7	5	2	0	3	1	0	4	2
ENSG00000258712	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258713	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000258716	1	3	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000258717	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000258718	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258719	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258721	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258722	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258723	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000258724	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258725	20	6	23	3	4	6	4	15	2	17	7	1	0	3
ENSG00000258726	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000258727	306	39	141	61	44	51	100	45	37	40	46	21	0	67
ENSG00000258728	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258729	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258730	4	2	3	0	2	1	1	3	2	1	4	5	10	0
ENSG00000258731	2	0	0	0	2	0	0	0	3	0	0	0	0	2
ENSG00000258732	19	0	8	0	1	3	6	2	2	1	0	0	1	0
ENSG00000258733	29	1	14	2	2	15	30	6	2	3	4	2	0	3
ENSG00000258734	13	35	20	30	24	19	5	7	19	7	5	5	2	35
ENSG00000258735	8	0	8	3	2	2	0	1	0	4	1	0	3	4
ENSG00000258736	3	0	5	1	0	1	0	1	0	0	0	0	1	0
ENSG00000258737	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258738	149	20	65	128	47	83	54	99	76	40	59	37	1	91
ENSG00000258739	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258740	0	0	0	0	0	0	1	0	0	1	0	0	0	1
ENSG00000258741	10	97	26	16	11	9	6	4	5	2	19	7	3	19
ENSG00000258742	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000258743	0	0	1	0	7	1	0	0	0	0	0	0	1	11
ENSG00000258744	11	2	2	9	5	7	6	5	3	9	2	2	0	2
ENSG00000258745	3	1	0	2	2	3	5	3	0	4	2	1	1	8
ENSG00000258746	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258747	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258748	2	1	2	0	0	1	0	2	2	1	0	0	1	0
ENSG00000258749	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258750	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258751	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258752	3	2	3	0	5	5	2	3	1	2	0	0	0	3
ENSG00000258753	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258754	18	5	17	9	10	78	63	6	17	23	15	14	2	29
ENSG00000258757	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258758	0	5	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000258759	5	14	1	2	1	1	4	0	0	1	1	1	0	2
ENSG00000258760	13	0	2	4	0	3	4	3	1	3	1	0	1	2
ENSG00000258761	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258762	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258763	1	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000258764	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258765	0	0	0	0	0	0	0	0	0	0	0	0	4	0
