TCGA.EB.A6QZ	TCGA.EB.A5KH	TCGA.EB.A6QY	TCGA.EB.A553	TCGA.EB.A57M	TCGA.EB.A85J	TCGA.D3.A51H	TCGA.EB.A3Y6	TCGA.EB.A5SH	TCGA.EB.A5UL	TCGA.W3.A825	TCGA.EB.A3XC
ENSG00000276878	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000276884	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276888	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276890	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000276891	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276892	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276894	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276897	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276898	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276900	680	80	148	31	140	85	244	125	52	80	43	119
ENSG00000276902	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276903	4	1	4	2	2	10	4	6	1	17	5	8
ENSG00000276904	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276908	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276915	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276916	3	1	6	0	5	3	3	2	4	10	7	1
ENSG00000276917	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276918	1	1	0	0	0	0	0	0	0	0	1	0
ENSG00000276919	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276923	0	0	1	5	1	0	3	2	0	0	0	1
ENSG00000276925	0	0	1	0	1	1	2	1	5	8	3	2
ENSG00000276926	2	1	5	1	1	2	4	1	3	6	2	3
ENSG00000276928	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276929	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276931	36	33	8	3	25	29	10	7	37	10	30	30
ENSG00000276934	6	1	5	2	3	1	7	4	1	9	7	1
ENSG00000276940	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000276941	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276945	9	3	5	0	0	8	16	6	0	3	7	0
ENSG00000276949	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276950	0	1	0	0	2	0	2	0	1	0	0	1
ENSG00000276951	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276952	17	11	32	8	7	26	8	31	8	138	46	8
ENSG00000276953	0	5	1	0	2	13	28	0	3	22	14	4
ENSG00000276955	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276956	0	0	0	2	0	0	1	0	0	0	0	0
ENSG00000276957	14	2	3	6	3	1	24	8	0	6	10	1
ENSG00000276958	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000276960	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276961	0	0	1	0	0	1	5	0	0	2	4	0
ENSG00000276963	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276964	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276965	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276966	10	18	1	17	10	36	6	31	5	31	16	29
ENSG00000276968	5	0	6	8	1	2	19	8	0	4	2	0
ENSG00000276972	10	0	9	0	206	0	0	0	55	24	4	0
ENSG00000276975	104	14	16	4	9	1	22	27	4	80	27	1
ENSG00000276980	0	2	3	7	0	9	25	2	0	11	16	1
ENSG00000276984	5	6	24	3	8	2	3	15	0	3	1	3
ENSG00000276988	4	0	6	2	1	3	3	1	0	10	2	7
ENSG00000276991	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276992	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000276993	1	2	0	0	0	0	0	1	4	1	0	0
ENSG00000276997	10	17	6	2	15	7	15	7	16	25	8	2
ENSG00000276998	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277000	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277001	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000277003	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277004	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277007	18	4	28	43	1	15	47	31	0	63	54	2
ENSG00000277008	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277009	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277010	0	1	2	10	0	3	2	1	0	1	0	0
ENSG00000277011	2	0	1	0	0	0	0	0	0	2	1	0
ENSG00000277013	87	12	232	12	421	33	29	173	3	71	65	321
ENSG00000277014	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277017	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277020	15	6	3	0	2	5	11	9	2	8	8	3
ENSG00000277022	4	0	47	19	1	2	6	1	0	37	4	0
ENSG00000277024	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000277027	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277029	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277030	0	10	0	0	2	32	245	0	7	27	1	1
ENSG00000277031	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277034	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277035	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000277039	3	0	0	0	0	1	3	1	2	0	4	0
ENSG00000277040	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277041	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277043	0	0	2	0	0	0	0	0	0	0	4	0
ENSG00000277047	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277049	0	0	7	1	0	2	1	3	0	3	2	0
ENSG00000277050	21	2	11	30	3	14	11	21	1	15	6	7
ENSG00000277051	0	1	3	1	5	3	2	3	5	1	7	2
ENSG00000277052	1	0	2	2	0	1	0	0	0	1	0	0
ENSG00000277053	70	116	74	23	110	19	39	93	95	104	50	76
ENSG00000277056	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000277057	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000277058	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277062	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277063	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277066	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277067	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000277072	414	113	300	42	273	151	161	227	56	343	163	260
ENSG00000277073	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277075	50	7	14	8	20	10	25	14	15	35	34	37
ENSG00000277077	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277081	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277083	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277084	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277087	3	0	0	0	0	2	0	0	0	1	1	0
ENSG00000277089	15	15	10	2	7	62	12	5	26	12	13	4
ENSG00000277095	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000277096	0	0	0	0	0	1	1	0	0	0	0	1
ENSG00000277099	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277103	0	0	4	1	0	0	2	0	0	0	1	0
ENSG00000277108	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277109	1	0	0	3	0	0	0	0	0	2	0	0
ENSG00000277112	3	0	22	1	0	0	11	21	0	61	2	0
ENSG00000277117	10	0	14	27	25	26	92	4	18	31	95	41
ENSG00000277118	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000277119	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277120	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277124	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277125	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277127	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000277128	3	0	11	0	0	12	1	0	0	6	9	0
ENSG00000277129	0	0	0	0	0	0	0	0	0	0	5	0
ENSG00000277130	7	0	1	0	3	0	7	1	1	1	7	3
ENSG00000277133	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000277135	7	0	1	14	1	0	5	12	1	6	31	0
ENSG00000277136	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000277138	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000277141	0	0	2	0	0	0	0	0	0	0	1	0
ENSG00000277142	38	113	216	13	90	14	38	30	62	42	21	43
ENSG00000277143	0	0	1	0	0	1	0	0	0	4	1	0
ENSG00000277144	3	3	6	2	8	6	14	6	7	7	14	0
ENSG00000277146	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000277147	38	23	53	150	159	104	321	151	42	107	201	60
ENSG00000277149	582	166	78	90	76	81	78	157	50	220	103	108
ENSG00000277150	3	1	0	0	1	1	3	2	0	1	0	1
ENSG00000277151	13	14	8	5	17	17	21	19	10	41	52	5
ENSG00000277152	13	11	5	7	8	4	10	20	1	35	8	8
ENSG00000277156	4	1	19	0	0	34	6	6	1	12	30	0
ENSG00000277157	3	1	0	3	0	4	7	6	0	7	4	5
ENSG00000277159	34	1	28	7	11	30	15	13	13	16	16	12
ENSG00000277161	1805	481	1757	256	857	1486	380	1531	568	844	484	944
ENSG00000277162	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277168	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000277170	17	0	7	0	2	18	7	3	4	1	2	8
ENSG00000277171	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000277172	0	1	0	1	0	0	1	1	0	0	0	0
ENSG00000277173	1	0	2	4	1	1	1	2	0	0	0	1
ENSG00000277174	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000277182	100	21	61	5	63	26	3	47	26	43	77	33
ENSG00000277184	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277186	2	0	0	4	4	5	0	0	5	1	8	0
ENSG00000277188	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277191	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277194	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277198	0	0	0	1	0	0	1	1	0	0	0	0
ENSG00000277199	0	0	0	1	0	0	0	0	0	1	1	0
ENSG00000277200	1	3	7	1	5	58	9	0	14	6	23	2
ENSG00000277202	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277203	1024	290	839	1409	470	789	451	772	1481	332	360	496
ENSG00000277206	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277209	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277210	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277211	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277213	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277214	25	0	4	0	1	0	0	3	0	3	0	2
ENSG00000277215	0	0	1	0	2	1	0	0	0	0	4	0
ENSG00000277217	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277218	2	3	1	7	4	5	30	6	0	17	4	2
ENSG00000277223	0	0	1	0	0	0	0	0	0	0	2	0
ENSG00000277224	4	4	2	2	1	3	4	11	1	17	8	12
ENSG00000277227	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277228	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000277229	2	0	2	0	0	0	1	0	0	1	1	0
ENSG00000277232	56	26	91	9	42	14	42	46	39	70	9	63
ENSG00000277233	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000277234	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277235	7	0	12	2	0	0	3	5	0	10	1	0
ENSG00000277241	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277243	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277245	3	1	8	6	1	4	4	8	0	2	31	0
ENSG00000277246	4	5	3	4	1	0	10	2	0	2	1	2
ENSG00000277247	17	0	33	29	4	2	37	3	0	3	2	70
ENSG00000277248	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277249	1	0	2	3	0	0	1	0	0	1	1	2
ENSG00000277250	0	1	0	1	0	0	0	0	2	0	0	0
ENSG00000277252	1	0	0	0	0	0	0	0	0	2	2	0
ENSG00000277253	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277255	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277258	4719	4489	2271	4351	3059	2463	1131	4016	4553	2542	5516	1235
ENSG00000277260	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277264	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000277265	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000277268	3	2	0	2	0	0	1	0	0	1	0	0
ENSG00000277269	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277270	4	0	4	0	0	2	0	1	0	0	8	0
ENSG00000277274	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277277	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277282	0	4	1	0	40	1	7	0	2	6	1	0
ENSG00000277283	444	183	307	143	262	215	239	182	213	84	192	285
ENSG00000277287	36	23	31	4	68	20	31	102	20	16	35	30
ENSG00000277288	0	0	3	5	7	2	3	2	1	2	5	0
ENSG00000277289	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277290	21	1	71	6	1	15	14	15	5	29	28	6
ENSG00000277295	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277297	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000277299	6	0	4	8	0	2	46	3	1	9	13	1
ENSG00000277301	0	1	2	2	2	5	82	1	0	7	5	0
ENSG00000277304	2	0	1	0	0	0	1	0	0	0	0	0
ENSG00000277306	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277308	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277310	3	2	9	0	5	10	8	12	0	9	10	3
ENSG00000277311	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000277313	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277315	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277319	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277320	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277322	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000277324	8	1	4	0	1	3	8	2	1	7	5	4
ENSG00000277327	0	1	0	0	0	0	3	0	0	0	3	0
ENSG00000277332	0	0	2	0	0	0	0	0	0	0	0	2
ENSG00000277340	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277341	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277342	37	8	39	5	0	30	26	12	2	42	50	12
ENSG00000277344	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277349	0	0	1	0	0	0	0	0	0	3	0	1
ENSG00000277350	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277351	5	0	1	1	2	1	1	1	1	1	11	1
ENSG00000277352	0	0	1	1	0	0	0	10	0	0	1	3
ENSG00000277357	1	0	1	1	0	0	0	0	0	18	0	147
ENSG00000277358	3	13	4	2	4	3	5	1	4	4	3	0
ENSG00000277363	395	72	1278	133	187	301	129	275	794	324	675	260
ENSG00000277367	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000277368	14	6	9	3	18	7	4	11	9	9	6	5
ENSG00000277369	37	17	83	2	31	17	27	14	8	12	17	58
ENSG00000277370	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277371	0	0	2	0	0	0	0	0	0	2	1	0
ENSG00000277373	0	6	0	2	0	0	3	2	0	0	2	0
ENSG00000277379	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277382	0	0	0	0	0	1	3	0	3	2	1	1
ENSG00000277383	7	6	18	55	7	16	31	8	10	40	6	9
ENSG00000277385	0	1	0	0	0	0	0	4	0	0	1	0
ENSG00000277386	9	2	0	1	0	2	0	3	1	1	1	2
ENSG00000277387	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000277388	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277391	0	0	0	0	0	1	4	1	0	0	0	0
ENSG00000277396	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000277397	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000277399	11	2	4	3	2	1	7	12	8	12	14	5
ENSG00000277402	1	0	0	0	0	0	2	0	0	0	0	0
ENSG00000277406	3	2	3	0	3	9	14	17	2	3	6	2
ENSG00000277408	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277410	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277411	4	3	4	4	0	7	2	2	5	7	1	4
ENSG00000277412	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277413	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277418	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277422	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277423	8	5	12	3	13	15	2	18	10	3	26	3
ENSG00000277425	2	2	1	0	4	4	7	2	3	3	11	2
ENSG00000277426	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277435	1	0	1	1	0	0	4	0	2	1	8	0
ENSG00000277436	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277437	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000277438	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277440	7	0	5	4	1	11	11	0	1	1	5	1
ENSG00000277443	6129	12595	9972	3225	5467	13751	6103	8779	4577	8342	31655	6823
ENSG00000277444	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277446	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277447	2	2	1	3	7	1	8	1	2	1	4	2
ENSG00000277448	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000277449	181	20	131	14	80	47	57	55	35	131	35	65
ENSG00000277450	1	2	0	0	0	0	4	0	0	4	7	0
ENSG00000277452	1	0	0	0	0	0	1	0	0	1	1	0
ENSG00000277453	5	1	10	0	1	1	1	2	0	8	0	2
ENSG00000277455	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277458	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277459	38	10	7	30	119	9	2	4	11	7	13	7
ENSG00000277460	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277462	235	19	177	18	48	130	108	342	98	214	221	134
ENSG00000277463	5	0	0	3	0	1	6	1	0	8	2	1
ENSG00000277464	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277465	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277466	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277467	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277468	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277469	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277473	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277474	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277476	166	56	257	193	51	482	277	417	40	272	575	88
ENSG00000277478	0	0	0	0	0	0	1	0	0	0	5	1
ENSG00000277479	0	0	0	0	0	0	1	0	0	1	1	0
ENSG00000277481	0	0	9	2	2	3	26	8	1	10	8	2
ENSG00000277482	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277483	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277486	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000277488	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277490	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000277491	8	5	5	1	5	7	8	12	8	4	19	6
ENSG00000277492	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277493	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000277494	18	79	52	70	335	23	70	29	76	33	150	49
ENSG00000277496	33	30	80	28	88	339	454	34	74	92	93	68
ENSG00000277498	3	0	2	0	0	2	1	1	0	2	0	0
ENSG00000277499	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277500	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000277501	0	1	2	1	1	1	0	2	0	2	6	0
ENSG00000277502	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277504	2	0	3	3	1	3	6	0	2	2	4	1
ENSG00000277505	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277506	0	6	0	0	0	0	0	0	0	0	0	0
ENSG00000277508	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277509	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277510	1	0	0	1	0	0	1	0	0	1	0	0
ENSG00000277511	24	2	41	17	15	25	89	42	2	51	15	30
ENSG00000277512	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277513	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000277514	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277515	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277516	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277519	0	0	2	0	11	0	0	0	0	19	0	0
ENSG00000277521	0	0	2	0	0	1	1	1	0	0	0	0
ENSG00000277524	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277526	0	0	0	4	0	0	1	0	0	0	0	0
ENSG00000277527	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000277529	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000277531	0	1	0	1	0	0	0	0	0	1	56	2
ENSG00000277532	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000277533	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277534	611	66	300	83	59	105	58	241	88	114	163	85
ENSG00000277535	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000277541	0	0	3	0	0	0	0	1	0	0	0	2
ENSG00000277542	0	0	0	0	0	3	0	0	1	0	1	0
ENSG00000277543	0	1	1	7	0	7	2	0	2	1	0	1
ENSG00000277544	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000277545	0	0	0	1	0	0	0	0	0	1	0	1
ENSG00000277548	3	2	9	2	3	10	14	5	0	6	7	4
ENSG00000277549	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277550	1	0	0	1	1	0	0	3	0	0	1	0
ENSG00000277553	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277556	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000277558	1	0	2	4	1	0	2	0	0	0	1	0
ENSG00000277559	130	167	561	69	101	39	19	19	58	72	35	394
ENSG00000277561	4	0	1	0	0	2	3	2	0	2	6	0
ENSG00000277562	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000277563	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277565	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277566	6	1	23	36	3	2	6	1	0	3	2	2
ENSG00000277568	0	0	0	2	0	2	9	2	0	2	2	0
ENSG00000277569	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277572	1	0	0	21	0	0	6	0	0	2	12	0
ENSG00000277575	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000277576	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000277577	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277578	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277579	0	0	0	0	0	1	5	0	0	0	2	1
ENSG00000277581	0	0	0	2	0	0	4	0	0	4	1	1
ENSG00000277582	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277583	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277586	15	0	267	0	167	133	51	3	12	16	1561	2
ENSG00000277587	0	0	0	0	1	0	26	6	7	0	3	0
ENSG00000277588	0	0	0	1	0	0	0	4	0	1	0	0
ENSG00000277589	4	2	5	2	0	6	2	4	0	4	2	2
ENSG00000277590	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000277591	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277592	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277595	11	0	12	5	1	10	37	6	2	7	13	5
ENSG00000277597	10	1	6	4	7	2	4	8	1	7	11	2
ENSG00000277598	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277599	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277602	1	0	0	4	0	3	3	1	0	0	2	0
ENSG00000277604	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277605	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277608	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277610	5	0	11	0	1	0	4	11	0	5	3	0
ENSG00000277611	0	0	1	0	0	0	1	0	0	0	2	0
ENSG00000277613	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277617	0	0	0	0	0	1	3	0	0	0	0	0
ENSG00000277618	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277619	0	16	0	0	0	0	0	0	1	0	0	0
ENSG00000277621	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000277628	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000277631	0	0	0	0	0	2	9	0	1	0	0	0
ENSG00000277632	139	16	82	73	119	1245	523	1952	216	423	358	241
ENSG00000277634	0	0	0	0	0	1	0	1	0	0	1	0
ENSG00000277635	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000277636	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277637	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277639	12	3	114	18	69	0	4	13	1	6	37	8
ENSG00000277640	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277646	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277647	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277651	4	0	1	3	1	8	3	6	3	2	3	0
ENSG00000277653	0	0	2	0	0	1	1	1	0	1	14	0
ENSG00000277654	0	0	0	0	0	0	1	0	1	0	2	0
ENSG00000277655	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000277661	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277662	28	1	19	15	4	33	34	16	1	22	17	9
ENSG00000277668	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277670	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277671	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277672	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000277673	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277675	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277677	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000277678	5	0	0	1	0	2	20	5	0	5	6	0
ENSG00000277681	2	1	1	1	1	1	1	4	1	10	1	2
ENSG00000277684	0	0	1	0	0	1	2	2	0	1	2	0
ENSG00000277687	13	6	19	1	3	11	12	6	4	12	32	1
ENSG00000277688	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277689	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277690	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277692	8	1	7	5	2	5	11	6	3	13	18	2
ENSG00000277693	7	0	18	1	0	21	20	110	0	4	2	20
ENSG00000277694	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277695	6	0	4	21	3	1	0	5	0	1	0	1
ENSG00000277698	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277701	0	0	0	0	0	1	4	0	0	2	4	0
ENSG00000277702	9	1	12	9	2	4	7	0	0	10	169	9
ENSG00000277704	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277705	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277708	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277710	0	0	0	0	0	0	0	0	0	0	0	0
