TCGA.3B.A9HP	TCGA.X9.A971	TCGA.3B.A9I0	TCGA.K1.A3PN	TCGA.IE.A3OV	TCGA.3B.A9HR	TCGA.DX.A8BV	TCGA.3B.A9HL	TCGA.X6.A8C4	TCGA.DX.A6YX	TCGA.DX.A3LU	TCGA.3B.A9HV	TCGA.FX.A48G	TCGA.DX.A3UC	TCGA.DX.A8BU
ENSG00000243780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243782	0	0	1	0	0	0	1	0	0	2	0	0	0	1	0
ENSG00000243789	6	16	4	0	3	17	1	4	5	3	0	2	1	5	1
ENSG00000243792	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243794	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000243795	15	0	4	11	3	21	8	8	14	15	25	341	60	10	15
ENSG00000243797	7	43	10	7	21	19	1	0	6	11	3	1	4	1	2
ENSG00000243799	2	0	0	0	0	0	0	0	0	0	3	0	0	0	1
ENSG00000243801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243802	7	6	10	22	6	173	10	5	20	33	13	96	33	6	7
ENSG00000243806	1	0	0	0	0	2	0	4	0	0	18	1	6	1	0
ENSG00000243810	0	0	0	2	0	0	0	0	4	5	0	0	0	1	4
ENSG00000243811	236	358	589	312	464	113	374	102	60	179	830	26	357	193	19
ENSG00000243813	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000243817	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000243818	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000243819	27	27	64	136	49	18	19	8	16	1	36	35	14	18	4
ENSG00000243822	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000243824	1	3	2	0	0	3	0	2	6	1	9	2	4	1	0
ENSG00000243828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243829	63	16	20	5	11	50	20	40	60	39	44	19	56	17	33
ENSG00000243830	3	1	2	0	3	3	2	5	7	3	8	3	7	0	1
ENSG00000243831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243832	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000243836	2	1	22	16	22	12	4	338	3	2	300	33	10	4	2
ENSG00000243838	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0
ENSG00000243844	2	0	0	1	0	0	0	2	6	0	1	1	4	1	0
ENSG00000243845	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000243847	1	4	1	0	0	0	3	0	1	0	1	0	0	0	1
ENSG00000243849	2	3	2	0	0	4	1	2	1	2	0	0	0	0	4
ENSG00000243853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243854	0	4	0	0	0	0	0	0	1	1	0	0	0	0	1
ENSG00000243855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243859	1	1	3	4	5	1	3	1	14	5	5	4	7	0	0
ENSG00000243861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243870	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243871	1	1	0	0	0	1	1	0	1	1	0	0	0	0	1
ENSG00000243872	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243873	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0
ENSG00000243877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243885	0	3	0	0	4	2	0	0	0	0	0	0	0	0	1
ENSG00000243886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243894	1	0	0	0	0	2	1	0	2	0	1	2	1	0	1
ENSG00000243896	5	13	1	1	15	25	9	4	0	11	0	0	6	2	9
ENSG00000243900	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0
ENSG00000243902	0	2	0	0	0	0	0	0	0	8	0	1	0	1	0
ENSG00000243903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243904	0	2	1	1	3	5	5	9	16	13	6	14	9	2	1
ENSG00000243905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243910	0	3	5	6	1	3	0	1	2	0	0	2	0	1	2
ENSG00000243911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243914	1	0	0	0	0	0	4	6	0	1	0	0	0	1	0
ENSG00000243915	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000243916	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
ENSG00000243918	1	0	0	1	3	2	0	0	0	0	0	1	1	1	0
ENSG00000243920	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000243925	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000243926	27	9	33	42	16	14	7	9	17	47	42	42	97	12	50
ENSG00000243927	2011	5411	2664	4169	2005	1624	2098	1051	2731	1011	2360	3335	7030	1280	1975
ENSG00000243929	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000243930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243943	2262	943	1822	1631	1772	1804	1316	746	1794	470	1152	2608	3333	472	1232
ENSG00000243944	60	4	28	30	38	45	4	2	0	3	25	25	34	9	185
ENSG00000243945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000243954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243955	0	8767	11	38	58	1028	0	0	50	3	0	4	0	534	1
ENSG00000243957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243959	0	0	2	0	0	2	1	2	0	0	0	0	1	0	2
ENSG00000243960	9	5	12	3	10	19	3	5	19	5	1	5	9	2	13
ENSG00000243961	1	1	7	0	3	6	1	0	0	4	0	6	6	1	1
ENSG00000243964	15	17	25	27	9	27	13	6	28	6	24	26	84	6	4
ENSG00000243967	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000243968	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243969	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000243970	17	35	44	18	35	50	18	1	7	12	14	31	1	25	22
ENSG00000243974	0	3	0	3	3	5	1	0	1	2	4	1	0	1	0
ENSG00000243976	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000243977	0	0	1	1	0	0	1	2	2	1	1	1	0	1	0
ENSG00000243978	5	162	15	0	8	32	7	14	21	300	5	170	11	1	81
ENSG00000243979	1	1	1	1	1	3	1	0	3	1	1	5	2	1	0
ENSG00000243980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243986	0	0	0	1	0	1	1	1	2	0	0	0	0	0	1
ENSG00000243988	0	2	0	0	1	2	3	1	2	0	8	2	3	0	2
ENSG00000243989	117	72	113	246	126	71	112	175	130	139	170	82	118	53	96
ENSG00000243991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244002	4	1	1	1	0	3	1	0	2	4	1	3	3	0	0
ENSG00000244003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244004	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0
ENSG00000244005	1134	542	1143	1711	2181	1662	1042	974	1312	2213	520	1492	1195	468	2094
ENSG00000244006	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000244009	5	5	5	9	0	4	2	1	4	2	2	6	1	4	10
ENSG00000244018	0	1	0	0	0	1	1	1	3	3	2	0	0	1	2
ENSG00000244019	0	0	0	0	0	0	0	0	1	1	10	1	1	0	0
ENSG00000244020	2	0	0	11	0	4	0	0	1	0	0	8	0	0	0
ENSG00000244021	3	1	2	3	3	2	8	8	18	2	20	8	52	2	1
ENSG00000244024	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000244025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244026	366	224	318	368	760	909	274	699	14	911	568	395	662	77	364
ENSG00000244031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244033	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000244034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244036	1	2	2	3	0	0	2	2	5	1	0	1	4	1	0
ENSG00000244038	9280	10382	8018	7353	9509	8863	11018	11519	22350	29303	11112	27008	11412	7323	12895
ENSG00000244039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244040	6	5	0	32	2	4	8	0	1	7	0	4	61	1	14
ENSG00000244041	159	118	118	63	141	121	147	129	69	82	259	47	88	14	86
ENSG00000244043	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1
ENSG00000244044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244045	718	629	990	893	820	1066	619	394	394	560	839	810	924	283	253
ENSG00000244048	1	0	0	1	1	2	0	1	0	0	0	1	0	0	0
ENSG00000244050	1	3	7	3	2	3	4	2	3	7	0	4	15	4	1
ENSG00000244052	6	9	1	2	5	7	2	10	16	2	11	10	13	4	6
ENSG00000244053	2	6	1	4	1	2	2	2	9	1	6	3	9	1	1
ENSG00000244055	35	19	30	2	48	65	21	16	22	16	4	14	4	16	36
ENSG00000244056	7	24	5	0	5	35	2	3	0	2	0	1	0	12	2
ENSG00000244057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000244060	3	4	0	0	0	3	0	0	0	1	0	4	0	0	2
ENSG00000244061	5	3	4	6	0	12	1	5	4	1	0	0	0	1	3
ENSG00000244062	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000244063	7	10	29	30	12	25	1	1	5	2	3	10	3	15	5
ENSG00000244065	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
ENSG00000244066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244067	0	349	3	63	333	42	0	0	0	2	0	0	0	4	0
ENSG00000244071	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000244073	9	5	5	6	1	18	6	20	8	8	10	18	16	2	13
ENSG00000244076	3	2	0	3	0	1	0	0	0	0	1	0	2	0	1
ENSG00000244080	1	0	1	0	2	0	0	0	1	0	0	0	0	0	0
ENSG00000244081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244086	2	0	3	5	5	38	0	2	9	27	8	13	6	1	2
ENSG00000244088	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
ENSG00000244089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244091	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000244094	0	0	0	0	0	0	42	29	1	0	2478	0	0	0	0
ENSG00000244097	2	2	2	5	3	2	1	4	10	0	4	3	0	0	5
ENSG00000244099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244101	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244104	0	8	0	0	2	1	3	28	8	2	3	4	1	1	2
ENSG00000244107	1	0	0	0	0	2	1	0	0	0	0	0	0	0	1
ENSG00000244112	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000244113	1	1	0	0	3	2	0	0	0	0	5	0	2	0	1
ENSG00000244115	2	0	0	0	1	1	2	1	0	0	0	0	0	0	1
ENSG00000244116	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
ENSG00000244119	29	21	33	32	18	31	14	25	1	8	30	10	37	41	21
ENSG00000244122	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000244124	6	19	8	2	10	15	4	14	8	8	0	9	0	9	22
ENSG00000244125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244128	44	0	1	1	0	0	0	0	1	31	0	39	2	2	0
ENSG00000244130	1	0	0	0	0	0	0	3	0	0	0	0	4	0	0
ENSG00000244131	0	1	0	0	1	1	0	2	0	1	0	0	0	0	0
ENSG00000244134	1	0	2	0	1	0	1	1	0	4	0	0	0	0	3
ENSG00000244137	0	2	1	1	3	0	0	0	7	0	0	3	0	0	1
ENSG00000244139	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
ENSG00000244142	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000244144	0	2	1	0	0	8	1	3	0	0	0	0	0	0	0
ENSG00000244146	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
ENSG00000244151	92	97	97	37	65	168	17	37	72	25	44	90	58	54	32
ENSG00000244153	2	1	0	1	1	1	0	0	0	1	1	1	0	0	0
ENSG00000244155	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0
ENSG00000244157	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0
ENSG00000244158	0	1	1	0	0	0	0	1	0	2	5	0	0	0	0
ENSG00000244159	0	0	0	0	0	0	1	0	1	0	3	0	0	0	1
ENSG00000244161	137	385	221	48	186	457	25	71	11	25	4	187	20	444	6
ENSG00000244165	664	879	550	185	795	803	195	413	398	322	587	326	778	182	352
ENSG00000244167	0	0	5	0	1	0	0	0	8	0	0	0	0	0	0
ENSG00000244169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244171	2	1	1	1	2	14	3	7	3	1	2	10	1	1	2
ENSG00000244176	1	0	1	5	0	0	0	1	1	1	0	1	0	1	0
ENSG00000244183	1	0	0	1	0	1	1	0	3	1	0	0	1	0	1
ENSG00000244184	3	3	4	17	6	4	8	4	8	3	8	10	6	13	7
ENSG00000244187	1658	871	1841	2779	407	488	1235	1658	1573	953	5988	1027	2266	942	546
ENSG00000244192	1	0	1	0	0	2	1	0	4	2	5	2	2	1	1
ENSG00000244193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244196	0	0	0	1	0	0	0	0	1	0	6	2	3	1	0
ENSG00000244197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244198	8	25	3	1	18	29	11	3	2	28	2	0	6	17	14
ENSG00000244199	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244203	2	0	0	1	3	3	0	0	1	1	0	2	0	0	1
ENSG00000244213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244215	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000244217	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000244218	5	19	2	0	5	16	1	6	3	4	0	1	0	2	4
ENSG00000244219	16	74	50	6	22	14	5	30	36	36	53	15	34	4	6
ENSG00000244222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244226	1	1	1	1	0	0	1	0	1	0	1	1	0	2	0
ENSG00000244227	15	27	0	3	8	4	42	81	3	9	1	5	0	1	3
ENSG00000244229	0	1	0	0	0	6	0	2	1	1	3	0	5	0	1
ENSG00000244230	0	1	0	1	0	0	0	0	0	1	0	1	0	0	5
ENSG00000244231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244234	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000244235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244236	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0
ENSG00000244237	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
ENSG00000244239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244242	300	280	231	169	128	385	71	216	435	384	179	28	136	216	112
ENSG00000244244	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000244245	4	4	4	7	3	10	6	5	12	4	16	2	32	0	6
ENSG00000244246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244249	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000244251	4	2	3	1	1	1	2	6	10	1	9	7	20	1	2
ENSG00000244253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244255	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0
ENSG00000244256	4	14	3	2	8	13	0	2	11	8	0	3	0	5	10
ENSG00000244257	3	4	0	0	8	6	0	1	2	2	0	4	0	3	5
ENSG00000244259	0	1	0	1	1	0	0	0	3	0	0	2	1	0	0
ENSG00000244260	0	10	12	20	12	0	1	0	4	1	0	2	0	1	0
ENSG00000244264	0	1	0	0	3	0	0	0	1	0	0	1	0	0	0
ENSG00000244265	17	3	6	11	5	7	3	5	3	2	2	5	0	0	3
ENSG00000244266	1	1	0	1	0	5	1	0	2	1	0	1	2	0	1
ENSG00000244267	1	0	1	1	0	0	1	0	1	1	0	0	0	0	3
ENSG00000244268	0	1	3	14	5	2	2	1	3	5	0	3	2	0	2
ENSG00000244270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244273	0	0	0	0	3	0	0	1	0	1	9	0	0	0	0
ENSG00000244274	760	573	1766	1705	3514	2026	239	81	19	125	46	1564	56	791	549
ENSG00000244278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244280	0	1	0	0	0	0	2	2	0	0	0	0	2	0	0
ENSG00000244281	0	0	0	0	0	2	0	4	34	9	0	0	0	0	0
ENSG00000244283	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000244286	0	0	0	0	0	9	0	2	1	0	0	0	0	0	0
ENSG00000244289	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0
ENSG00000244292	1	0	0	0	2	2	0	0	1	0	0	0	0	0	0
ENSG00000244294	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000244295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244296	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000244297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244300	78	333	15	135	22	24	34	88	56	12	17	14	24	12	14
ENSG00000244301	1	1	0	0	1	0	4	0	4	3	2	0	0	1	1
ENSG00000244302	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0
ENSG00000244306	3	64	2	1	1	1	99	17	22	31	32	38	20	0	45
ENSG00000244307	0	3	1	0	2	1	0	1	0	1	0	3	0	2	0
ENSG00000244308	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000244310	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000244313	299	160	286	299	177	406	158	333	621	114	716	241	1180	37	288
ENSG00000244314	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000244318	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000244321	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0
ENSG00000244326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244327	2	3	0	0	0	2	0	2	0	3	0	0	0	2	1
ENSG00000244328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244331	6	0	1	0	0	3	3	3	10	1	10	2	12	0	2
ENSG00000244332	0	1	0	0	0	0	1	0	1	0	0	0	1	2	0
ENSG00000244335	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000244337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244342	0	5	0	0	0	0	0	0	663	0	0	1	0	0	0
ENSG00000244345	1	49	1	0	2	1	1	1	1	0	0	1	0	19	3
ENSG00000244346	1	0	4	0	0	3	1	1	0	3	0	0	0	1	1
ENSG00000244349	5	40	21	7	36	17	0	3	1	15	0	7	0	12	6
ENSG00000244355	0	0	0	0	0	1	0	0	0	0	0	2	14	0	0
ENSG00000244356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244357	5	5	0	0	0	10	0	4	2	4	0	3	0	4	2
ENSG00000244358	0	0	0	0	0	0	0	0	0	1	4	0	0	0	1
ENSG00000244361	2	0	0	3	1	1	0	0	5	0	1	0	2	0	1
ENSG00000244362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244363	35	18	23	12	27	42	20	40	93	41	52	62	95	4	12
ENSG00000244371	2	7	0	0	0	1	0	1	1	1	1	0	0	0	1
ENSG00000244372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244376	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000244378	1	2	1	4	0	1	0	0	1	0	1	0	0	0	0
ENSG00000244380	3	0	4	50	4	10	0	1	13	7	0	3	0	1	2
ENSG00000244381	0	1	0	4	0	0	0	0	0	0	0	0	0	1	1
ENSG00000244383	2	4	1	0	1	0	1	0	0	0	0	2	1	0	1
ENSG00000244384	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000244389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244390	2	1	1	0	1	0	0	0	4	0	1	1	0	0	1
ENSG00000244391	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000244392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244398	491	214	462	466	214	414	200	196	812	482	1408	550	2349	89	206
ENSG00000244399	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
ENSG00000244400	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000244402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244405	1218	787	1105	408	984	1190	2060	1744	2208	6605	4086	773	4476	203	6933
ENSG00000244411	1	0	0	0	0	0	0	1	1	0	2	0	4	0	1
ENSG00000244413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244414	0	0	0	1	0	0	2	1	1	11	5	0	0	1	46
ENSG00000244422	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000244425	5	5	2	2	14	9	0	5	2	1	0	6	0	6	3
ENSG00000244427	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000244429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244437	42	2	4	2	379	19	8	0	1	1	319	1	18	10	289
ENSG00000244441	0	2	0	1	3	4	2	1	0	5	0	0	0	0	2
ENSG00000244451	0	1	2	0	0	2	0	0	0	0	0	0	0	1	0
ENSG00000244456	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSG00000244457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244459	55	11	30	123	10	3	17	15	97	54	107	12	39	3	18
ENSG00000244461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244462	2571	3181	1984	2895	3975	4872	3363	3391	3526	5622	1484	4634	1760	1264	2250
ENSG00000244464	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0
ENSG00000244468	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000244470	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSG00000244471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244476	8	4	52	4	2	5	3	9	3	1	3	3	2	3	1
ENSG00000244479	47	95	11	14	77	239	60	21	2	115	51	14	32	101	80
ENSG00000244480	40	7	31	8	11	53	19	41	70	5	7	23	18	24	28
ENSG00000244482	83	34	113	79	37	18	72	282	141	367	214	7	12	25	62
ENSG00000244485	0	0	0	0	0	1	1	0	3	0	1	3	1	1	1
ENSG00000244486	1543	2963	1706	1904	1772	484	3593	3301	1756	400	3163	1914	1567	1333	8663
ENSG00000244490	3	1	0	2	3	0	5	1	3	4	2	0	0	1	3
ENSG00000244491	0	3	0	0	2	4	0	1	3	0	0	1	0	1	2
ENSG00000244493	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
ENSG00000244501	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244502	3	8	3	21	8	1	1	0	0	2	0	4	1	8	0
ENSG00000244503	2	3	1	1	5	2	0	3	4	2	3	4	1	0	0
ENSG00000244509	2432	3958	3218	1347	6677	1430	2097	1315	2959	5030	5269	3437	3881	1506	189
ENSG00000244510	0	1	0	0	0	0	2	1	0	1	0	0	1	0	0
ENSG00000244512	0	0	1	0	0	0	1	2	0	1	2	0	0	0	0
ENSG00000244513	128	302	140	320	542	342	48	57	42	32	31	86	12	146	92
ENSG00000244514	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244515	6	30	8	7	33	16	7	11	2	17	1	10	0	2	18
ENSG00000244521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244527	2	3	1	2	4	2	2	3	8	0	4	3	14	2	0
ENSG00000244528	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000244532	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000244534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244535	1	1	5	0	0	2	0	0	0	0	0	2	2	2	1
ENSG00000244537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244538	33	19	22	12	18	29	22	43	50	30	47	26	181	4	27
ENSG00000244540	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0
ENSG00000244541	6	0	2	5	6	0	1	0	0	0	1	0	2	0	52
ENSG00000244544	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000244545	1	1	0	0	0	2	0	0	0	1	0	0	0	0	1
ENSG00000244550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244556	4	10	2	1	6	9	0	3	5	4	0	5	1	0	4
ENSG00000244558	16	9	35	9	25	59	2	6	13	3	9	4	8	7	27
ENSG00000244559	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244560	343	209	205	47	186	373	82	140	141	189	6	136	8	82	75
ENSG00000244561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244564	2	17	0	0	6	4	0	0	22	20	0	0	0	0	6
