TCGA.50.5066	TCGA.55.6712	TCGA.50.5068	TCGA.55.6979	TCGA.50.5072	TCGA.50.5055	TCGA.55.8615	TCGA.73.A9RS	TCGA.50.5936	TCGA.53.7813	TCGA.95.A4VP
ENSG00000260341	1	0	0	0	0	0	0	0	0	0	0
ENSG00000260342	7	3	10	1	3	3	2	2	3	6	4
ENSG00000260343	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260344	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260345	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260347	4	1	0	0	0	0	7	0	1	0	0
ENSG00000260348	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260349	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260350	8	0	0	1	3	0	2	3	6	4	10
ENSG00000260351	3	0	1	1	0	0	2	0	0	0	3
ENSG00000260352	17	10	5	1	10	1	5	7	3	7	20
ENSG00000260357	0	0	0	1	0	0	0	0	0	0	2
ENSG00000260360	16	1	17	1	18	10	16	5	14	4	5
ENSG00000260361	104	29	28	60	58	5	30	26	43	36	113
ENSG00000260362	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260364	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260366	15	1	2	1	3	2	1	10	11	4	10
ENSG00000260367	71	7	5	4	9	11	29	22	11	16	25
ENSG00000260368	41	4	5	9	5	3	6	6	16	17	22
ENSG00000260369	5	2	5	2	1	2	6	1	3	0	7
ENSG00000260370	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260371	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260372	7	7	24	16	3	20	9	0	6	0	24
ENSG00000260375	0	0	0	0	0	0	3	4	0	0	1
ENSG00000260377	13	0	0	0	12	0	0	0	0	0	0
ENSG00000260378	0	1	0	0	0	0	0	0	0	0	0
ENSG00000260379	3	0	0	0	2	1	1	1	0	0	0
ENSG00000260381	5	2	0	2	0	0	4	3	0	4	9
ENSG00000260382	6	2	1	1	6	0	3	0	0	2	4
ENSG00000260385	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260386	36	10	3	1	1	8	2	2	1	0	1
ENSG00000260387	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260388	17	9	0	7	33	6	5	6	6	8	2
ENSG00000260389	3	0	0	0	2	3	2	1	0	0	0
ENSG00000260390	8	5	0	1	2	2	0	0	1	2	0
ENSG00000260391	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260392	2	0	0	0	1	1	0	0	0	1	0
ENSG00000260393	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260394	7	4	2	1	1	1	1	3	3	0	0
ENSG00000260395	0	0	0	1	0	0	0	0	0	0	6
ENSG00000260398	33	6	3	14	5	6	2	0	54	14	7
ENSG00000260399	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260400	130	12	17	31	20	29	39	19	34	69	60
ENSG00000260401	796	539	26	239	294	85	113	30	306	168	97
ENSG00000260402	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260403	4	0	0	0	1	1	1	0	0	0	0
ENSG00000260404	710	130	31	112	221	83	225	261	170	139	154
ENSG00000260405	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260406	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260409	3	0	0	2	0	0	0	2	9	0	0
ENSG00000260410	1	0	0	2	0	0	0	1	1	0	1
ENSG00000260412	16	2	1	0	2	0	0	0	2	1	0
ENSG00000260413	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260414	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260416	2	1	0	0	0	0	0	0	1	0	0
ENSG00000260417	7	0	0	1	0	0	3	4	0	1	5
ENSG00000260418	252	17	12	38	160	16	101	108	42	57	132
ENSG00000260419	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260420	2	0	4	0	3	0	0	0	0	0	8
ENSG00000260422	0	0	0	0	0	0	1	0	3	0	0
ENSG00000260423	54	5	13	8	14	20	178	4	18	61	906
ENSG00000260425	29	10	0	2	2	1	12	7	5	12	23
ENSG00000260426	1	0	0	0	1	0	0	0	0	0	0
ENSG00000260427	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260428	158	15	25	10	15	56	71	38	20	10	92
ENSG00000260430	33	3	24	4	58	2	67	83	2	60	119
ENSG00000260431	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260433	0	0	1	3	1	0	0	0	0	0	0
ENSG00000260436	2	0	0	0	0	0	0	0	0	0	0
ENSG00000260438	9	1	0	0	2	0	1	0	0	0	0
ENSG00000260439	7	1	2	2	5	9	3	1	15	2	24
ENSG00000260440	0	0	0	1	0	0	0	0	0	0	1
ENSG00000260441	4	0	0	0	2	0	4	0	0	3	3
ENSG00000260442	18	3	11	2	11	8	33	20	2	7	24
ENSG00000260443	13	0	0	0	3	0	4	0	0	1	1
ENSG00000260444	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260445	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260447	3	0	0	0	2	1	3	0	0	0	0
ENSG00000260448	24	3	9	5	14	10	3	7	9	3	14
ENSG00000260450	0	0	0	0	0	2	0	0	0	0	0
ENSG00000260451	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260452	2	0	0	0	2	0	0	1	0	1	0
ENSG00000260454	0	0	0	0	0	1	0	0	0	4	0
ENSG00000260455	22	2	2	6	0	2	0	0	4	2	10
ENSG00000260456	57	19	58	15	87	40	45	37	21	13	178
ENSG00000260457	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260458	0	1	0	0	8	1	0	6	0	0	0
ENSG00000260459	42	15	10	37	232	24	308	42	9	44	248
ENSG00000260460	4	0	0	1	0	0	0	0	0	1	0
ENSG00000260461	301	206	57	228	331	108	161	40	436	63	177
ENSG00000260464	39	7	11	6	19	15	17	5	15	1	26
ENSG00000260465	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260466	5	0	0	0	1	0	0	4	1	0	0
ENSG00000260467	11	0	0	1	1	1	2	5	1	0	8
ENSG00000260468	50	1	1	25	4	1	1	2	35	4	8
ENSG00000260469	2	1	0	0	0	1	1	1	1	0	0
ENSG00000260470	15	3	0	0	6	1	29	1	2	26	9
ENSG00000260471	3	3	0	0	1	0	1	0	0	0	0
ENSG00000260472	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260473	4	0	0	3	2	0	19	0	2	16	0
ENSG00000260475	9	2	7	1	5	2	6	1	2	1	2
ENSG00000260476	1	0	0	0	7	0	0	8	0	0	0
ENSG00000260477	0	0	0	0	0	0	1	0	0	0	0
ENSG00000260478	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260479	2	0	0	0	0	0	0	0	4	1	3
ENSG00000260480	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260482	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260483	1	0	0	0	1	0	0	0	0	0	0
ENSG00000260484	1	16	0	0	1	0	2	0	0	2	4
ENSG00000260487	11	1	0	0	10	0	16	28	0	0	3
ENSG00000260488	5	0	1	0	0	1	0	0	0	0	0
ENSG00000260490	34	11	13	3	14	7	6	5	9	3	2
ENSG00000260492	0	0	0	1	0	1	2	0	0	1	0
ENSG00000260493	16	1	4	0	3	1	2	3	1	15	2
ENSG00000260494	15	2	0	2	7	0	1	1	0	0	3
ENSG00000260495	41	3	6	0	3	4	11	12	1	20	40
ENSG00000260496	1	0	1	1	2	2	0	0	1	0	1
ENSG00000260497	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260498	2	0	1	0	9	3	3	16	0	0	19
ENSG00000260500	2	2	3	0	3	0	5	1	0	0	3
ENSG00000260504	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260505	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260507	1	0	1	0	0	0	1	0	0	0	0
ENSG00000260509	13	1	2	3	2	2	0	4	2	0	2
ENSG00000260510	9	0	0	1	2	0	1	0	2	2	2
ENSG00000260511	0	0	0	0	0	0	0	0	1	0	0
ENSG00000260514	1	0	0	0	0	0	0	0	0	0	0
ENSG00000260515	10	0	0	0	1	0	3	1	0	2	0
ENSG00000260516	1	0	0	0	0	0	0	0	0	2	0
ENSG00000260517	31	9	27	28	15	6	7	3	33	7	31
ENSG00000260518	50	1	0	0	2	0	1	2	0	0	0
ENSG00000260519	0	1	0	2	0	1	26	1	3	0	23
ENSG00000260520	0	1	0	0	0	0	1	0	0	0	0
ENSG00000260522	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260524	0	3	0	0	0	0	0	0	0	1	0
ENSG00000260525	29	0	0	0	0	1	0	0	0	0	1
ENSG00000260526	45	29	13	16	40	21	13	23	21	28	13
ENSG00000260528	90	11	3	19	52	5	15	20	37	24	41
ENSG00000260530	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260532	1	0	0	0	0	0	0	0	0	0	0
ENSG00000260534	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260536	25	0	0	1	1	2	3	4	1	4	2
ENSG00000260537	1	0	0	0	0	0	0	0	0	0	0
ENSG00000260540	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260541	9	5	2	4	7	2	2	0	1	0	2
ENSG00000260542	0	1	0	0	0	0	0	0	0	0	0
ENSG00000260545	21	3	0	1	2	1	3	3	0	0	1
ENSG00000260548	2	0	0	0	0	0	0	0	0	0	0
ENSG00000260549	263	40	862	59	182	68	24	211	95	3	290
ENSG00000260550	0	0	1	0	0	0	1	0	0	0	0
ENSG00000260551	0	0	0	0	1	0	0	0	0	0	0
ENSG00000260552	61	44	112	26	81	39	114	11	19	16	65
ENSG00000260555	3	1	0	2	1	0	0	6	4	5	0
ENSG00000260558	8	2	0	0	1	0	0	0	0	2	11
ENSG00000260563	242	68	41	66	90	60	95	152	118	115	324
ENSG00000260564	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260565	767	230	101	151	131	70	163	173	243	272	381
ENSG00000260566	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260568	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260569	4	0	0	0	0	0	0	1	0	0	0
ENSG00000260570	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260571	5	0	5	13	13	2	7	2	12	1	0
ENSG00000260572	40	4	43	7	24	22	2	15	17	6	20
ENSG00000260573	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260574	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260575	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260576	0	0	0	0	0	0	1	1	0	0	1
ENSG00000260577	77	9	29	7	12	25	8	4	3	3	28
ENSG00000260578	25	2	3	5	19	5	9	1	13	3	15
ENSG00000260579	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260580	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260581	16	1	0	2	0	3	1	0	1	0	8
ENSG00000260582	0	0	0	0	0	0	0	0	0	0	1
ENSG00000260583	12	12	1	3	3	5	3	0	3	1	7
ENSG00000260584	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260585	0	3	0	0	1	0	0	1	0	1	0
ENSG00000260586	2	0	0	0	0	0	0	0	0	0	0
ENSG00000260588	71	38	3	8	46	13	5	4	14	1	10
ENSG00000260589	44	7	31	2	13	7	28	26	7	26	10
ENSG00000260590	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260592	34	12	6	12	11	1	10	30	16	32	28
ENSG00000260593	4	0	0	1	4	1	2	6	0	0	4
ENSG00000260594	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260595	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260596	0	0	0	0	0	0	0	0	1	0	0
ENSG00000260597	23	0	0	0	6	0	42	0	1	26	0
ENSG00000260598	0	1	0	0	0	0	0	0	0	0	0
ENSG00000260599	1	0	0	0	0	0	0	0	0	0	1
ENSG00000260600	0	0	0	0	0	0	1	0	0	0	0
ENSG00000260601	3	0	0	0	0	0	0	0	0	0	0
ENSG00000260602	9	2	2	0	2	1	0	0	3	0	0
ENSG00000260604	977	205	9	1	43	22	23	26	2	0	2
ENSG00000260605	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260608	11	3	0	0	1	1	4	12	2	0	3
ENSG00000260610	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260611	1	1	0	0	0	0	0	0	0	9	0
ENSG00000260612	1	1	0	0	1	0	1	0	1	0	1
ENSG00000260613	6	0	4	0	1	0	2	7	1	1	4
ENSG00000260615	30	13	10	6	2	2	1	4	8	3	4
ENSG00000260616	3	0	0	0	1	0	1	0	0	0	0
ENSG00000260617	0	0	0	0	0	0	0	0	1	0	0
ENSG00000260618	170	13	3	14	9	5	21	22	11	31	12
ENSG00000260619	5	2	2	3	3	0	7	1	9	4	1
ENSG00000260620	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260621	1	0	0	1	0	0	0	0	0	0	7
ENSG00000260622	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260624	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260625	16	3	16	2	13	4	18	9	6	6	7
ENSG00000260626	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260628	14	4	1	8	5	4	3	1	18	3	12
ENSG00000260629	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260630	302	64	99	46	76	63	68	44	56	29	160
ENSG00000260631	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260633	63	12	2	20	5	1	6	1	36	11	18
ENSG00000260634	1	0	0	3	1	1	0	0	1	1	1
ENSG00000260635	17	4	0	1	2	0	1	2	1	1	4
ENSG00000260639	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260640	1	0	0	0	0	0	0	0	0	0	0
ENSG00000260641	173	71	16	7	4	8	53	39	4	14	9
ENSG00000260642	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260643	34	5	14	4	13	9	14	12	6	12	14
ENSG00000260644	7	0	0	0	15	1	2	1	4	1	0
ENSG00000260645	83	1	4	5	0	0	9	5	2	7	16
ENSG00000260646	24	1	0	3	1	1	8	4	2	9	15
ENSG00000260647	46	9	4	4	8	5	12	6	8	2	21
ENSG00000260648	5	0	0	0	1	0	0	0	0	0	0
ENSG00000260649	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260650	4	3	1	2	0	0	1	2	5	3	6
ENSG00000260651	1	0	1	0	2	0	2	2	1	0	0
ENSG00000260653	30	0	0	0	7	4	2	0	4	0	7
ENSG00000260657	8	1	0	1	2	0	0	0	2	2	0
ENSG00000260658	0	0	1	1	7	5	1	0	0	2	14
ENSG00000260659	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260660	2	0	0	1	0	0	2	3	5	2	5
ENSG00000260661	5	2	0	6	0	0	0	0	3	1	0
ENSG00000260662	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260664	1	1	0	0	2	2	0	0	1	0	5
ENSG00000260668	12	1	3	8	15	6	15	13	5	5	30
ENSG00000260669	119	10	15	30	34	18	34	27	17	40	125
ENSG00000260670	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260671	23	0	0	5	7	0	2	1	3	1	7
ENSG00000260672	6	2	1	1	2	0	0	4	2	7	0
ENSG00000260673	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260674	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260675	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260676	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260677	9	0	0	0	6	1	1	0	0	0	0
ENSG00000260678	3	0	0	0	0	0	0	2	0	0	0
ENSG00000260679	1	1	2	2	1	7	4	0	0	0	3
ENSG00000260680	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260681	11	11	3	3	7	1	1	4	1	11	5
ENSG00000260682	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260683	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260685	0	1	0	1	9	0	0	0	3	2	2
ENSG00000260686	153	27	60	83	41	116	25	11	82	64	36
ENSG00000260688	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260689	11	0	0	0	4	2	3	1	3	3	3
ENSG00000260690	1	0	1	0	1	1	2	1	0	1	0
ENSG00000260691	2	0	0	1	0	0	0	2	0	0	0
ENSG00000260693	0	1	2	0	4	0	1	0	5	0	0
ENSG00000260694	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260695	4	3	7	10	7	3	6	1	43	2	54
ENSG00000260698	40	8	2	8	7	6	18	19	13	31	55
ENSG00000260701	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260702	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260704	1	8	0	4	511	14	27	1	4	36	93
ENSG00000260706	0	0	0	0	1	1	0	0	0	0	0
ENSG00000260708	185	36	223	24	146	101	159	90	31	31	241
ENSG00000260710	2	33	5	0	3	6	5	0	0	6	22
ENSG00000260711	474	116	51	305	349	84	1489	578	192	1101	557
ENSG00000260714	7	5	0	0	4	1	0	1	3	0	0
ENSG00000260715	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260719	18	9	11	5	2	18	2	0	4	15	7
ENSG00000260720	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260721	3	1	1	0	0	0	0	0	0	1	0
ENSG00000260722	0	1	0	0	0	1	0	0	2	0	1
ENSG00000260723	1	1	0	1	0	0	0	0	0	0	0
ENSG00000260724	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260725	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260726	0	0	0	0	0	0	0	1	0	0	0
ENSG00000260727	14	3	3	2	11	2	0	5	1	0	3
ENSG00000260729	50	7	4	5	1	1	12	6	4	0	7
ENSG00000260731	7	2	0	2	3	1	1	0	0	0	0
ENSG00000260733	1	0	0	0	0	0	1	0	0	2	0
ENSG00000260734	1	0	0	0	0	1	0	0	1	0	0
ENSG00000260735	25	2	0	0	3	0	2	3	2	1	2
ENSG00000260737	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260738	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260739	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260740	17	7	206	22	9	9	144	7	19	6	261
ENSG00000260741	2	1	0	2	0	0	0	0	0	5	16
ENSG00000260742	33	4	20	13	21	12	7	18	52	9	23
ENSG00000260743	27	8	5	6	10	3	4	4	3	7	1
ENSG00000260744	6	0	1	0	1	0	0	0	0	0	1
ENSG00000260746	0	1	0	0	2	0	0	0	0	0	0
ENSG00000260747	9	2	4	5	6	0	0	0	1	0	3
ENSG00000260750	12	1	5	3	5	1	6	11	3	0	2
ENSG00000260751	57	9	5	3	13	9	29	33	3	53	51
ENSG00000260755	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260756	1	0	0	0	0	0	0	0	0	0	0
ENSG00000260757	4	0	2	0	7	0	0	11	0	0	2
ENSG00000260759	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260761	4	29	0	0	0	0	0	0	0	0	0
ENSG00000260762	2	0	1	2	0	0	0	0	0	0	0
ENSG00000260763	1	0	0	0	1	0	305	0	0	1	17
ENSG00000260764	0	0	0	0	0	0	1	0	0	0	0
ENSG00000260765	1	0	0	3	0	0	0	0	0	0	0
ENSG00000260771	0	1	0	0	0	0	0	0	0	0	0
ENSG00000260772	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260773	9	4	1	3	6	0	14	14	2	13	3
ENSG00000260774	286	18	12	2	12	1	84	15	9	18	22
ENSG00000260776	4	0	0	5	11	1	0	0	1	0	0
ENSG00000260777	6	3	0	0	15	0	9	1	0	3	2
ENSG00000260778	29	5	39	32	21	16	40	7	42	13	61
ENSG00000260779	1	0	0	1	1	0	1	0	0	1	0
ENSG00000260780	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260781	1	0	0	0	0	0	0	0	0	0	0
ENSG00000260782	8	0	2	0	10	2	3	2	1	1	0
ENSG00000260784	0	0	0	2	1	1	1	0	0	0	0
ENSG00000260785	0	1	0	0	0	0	0	0	1	0	0
ENSG00000260786	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260788	3	0	0	0	1	1	0	0	0	0	2
ENSG00000260790	11	5	0	2	2	1	0	1	1	2	3
ENSG00000260792	17	2	1	1	2	0	8	7	1	14	3
ENSG00000260793	115	48	104	66	43	30	100	60	86	142	172
ENSG00000260795	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260796	15	5	0	1	1	0	3	5	0	0	2
ENSG00000260797	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260798	2	0	0	0	2	0	1	0	0	2	1
ENSG00000260799	3	0	0	0	1	0	1	2	0	0	2
ENSG00000260802	8	10	0	2	166	9	0	0	90	8	81
ENSG00000260803	10	3	0	1	2	19	3	1	4	4	0
ENSG00000260804	766	499	35	146	227	162	51	38	528	89	193
ENSG00000260805	162	37	49	48	104	10	219	106	62	65	113
ENSG00000260806	100	10	60	10	59	27	148	32	15	22	103
ENSG00000260807	75	7	28	20	26	121	12	11	8	6	178
ENSG00000260808	31	3	2	5	4	3	1	17	7	14	10
ENSG00000260809	3	1	0	1	0	0	0	0	0	0	0
ENSG00000260810	11	9	13	5	14	3	6	0	14	3	11
ENSG00000260811	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260812	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260814	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260815	5	2	0	0	6	0	1	0	0	0	1
ENSG00000260816	15	4	2	17	10	7	12	8	3	50	73
ENSG00000260817	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260818	0	0	1	0	0	0	0	0	0	0	0
ENSG00000260823	2	0	0	1	0	0	0	0	2	0	0
ENSG00000260827	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260828	6	1	3	0	0	0	0	0	4	8	3
ENSG00000260830	10	0	2	1	4	1	1	2	0	2	0
ENSG00000260832	0	0	0	0	0	0	0	0	0	0	2
ENSG00000260834	0	0	0	0	1	0	0	0	0	0	0
ENSG00000260835	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260836	0	0	0	0	0	0	0	1	0	0	0
ENSG00000260838	2	12	0	3	2	2	153	0	3	8	0
ENSG00000260840	0	0	0	0	1	0	0	0	0	0	0
ENSG00000260844	2	0	2	0	0	1	4	0	1	0	4
ENSG00000260845	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260846	0	12	0	0	0	0	0	0	0	0	0
ENSG00000260847	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260848	0	0	0	0	0	0	0	0	0	2	2
ENSG00000260850	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260851	2	0	0	1	0	2	2	0	1	0	0
ENSG00000260852	286	40	20	40	215	44	162	775	66	75	85
ENSG00000260853	152	16	15	11	25	3	35	64	9	67	34
ENSG00000260854	0	0	0	0	1	0	0	0	0	0	0
ENSG00000260855	327	40	4	13	50	10	44	8	27	26	35
ENSG00000260857	0	0	0	0	7	0	0	0	0	0	0
ENSG00000260858	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260859	3	1	0	2	0	3	0	0	1	0	0
ENSG00000260860	6	4	0	0	0	0	0	0	0	0	0
ENSG00000260861	1	0	0	2	0	0	0	0	3	0	0
ENSG00000260862	0	0	0	0	0	0	2	0	0	0	0
ENSG00000260863	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260864	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260865	1	1	0	0	0	0	1	0	0	0	3
ENSG00000260866	0	0	0	0	0	0	0	0	0	1	0
ENSG00000260867	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260868	6	4	1	3	10	7	3	0	6	1	19
ENSG00000260869	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260870	0	1	0	0	1	0	0	0	0	0	0
ENSG00000260871	9	1	3	9	5	4	0	2	8	2	5
ENSG00000260874	23	4	1	3	8	1	12	5	9	3	8
ENSG00000260876	7	5	0	6	2	1	3	0	7	0	1
ENSG00000260877	48	22	1	1	38	6	113	1	0	10	5
ENSG00000260878	1	0	0	0	14	0	0	0	0	1	0
ENSG00000260879	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260880	0	1	2	0	2	0	4	0	2	0	3
ENSG00000260882	4	0	0	0	1	0	0	1	0	1	0
ENSG00000260883	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260884	110	2	2	14	4	0	10	8	15	34	10
ENSG00000260886	8	1	1	1	11	4	3	1	2	4	0
ENSG00000260887	0	0	0	0	0	0	7	0	0	0	4
ENSG00000260889	2	0	0	0	3	0	0	1	0	0	0
ENSG00000260891	16	3	3	8	4	1	7	4	3	14	13
ENSG00000260892	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260894	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260895	3	0	1	1	1	0	1	2	0	1	7
ENSG00000260896	5	2	18	6	210	35	2	5	3	2	7
ENSG00000260897	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260898	17	5	4	27	8	4	2	7	22	6	14
ENSG00000260899	26	8	5	4	30	3	19	15	9	0	10
ENSG00000260900	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260902	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260903	12	2	2	2	8	1	2	0	1	0	2
ENSG00000260905	0	0	0	0	1	1	0	0	0	0	0
ENSG00000260907	2	0	0	0	1	0	1	0	0	1	1
ENSG00000260908	11	13	38	112	67	73	4	20	894	0	15
ENSG00000260909	0	1	0	1	0	0	0	0	0	0	0
ENSG00000260910	33	7	3	4	14	7	1	2	9	6	19
ENSG00000260911	23	7	5	8	3	2	13	4	5	1	27
ENSG00000260912	1418	125	146	131	309	148	273	166	114	96	173
ENSG00000260913	0	0	0	0	2	0	0	0	0	0	0
ENSG00000260914	2	0	0	1	1	0	0	1	1	0	8
ENSG00000260916	3217	651	1317	752	1466	1091	1500	869	1198	556	984
ENSG00000260917	634	128	40	123	132	81	150	69	261	186	201
ENSG00000260918	2	0	0	1	1	5	2	0	4	10	0
ENSG00000260919	1	0	0	1	0	0	0	3	1	1	2
ENSG00000260920	464	33	28	36	141	69	176	78	25	194	131
ENSG00000260921	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260922	6	1	0	0	0	2	0	0	1	0	1
ENSG00000260923	10	6	3	7	5	10	9	1	4	18	69
ENSG00000260924	35	6	21	1	14	10	28	14	5	15	45
ENSG00000260926	2	0	0	0	0	0	0	0	0	0	0
ENSG00000260927	32	6	3	4	3	2	8	1	4	14	13
ENSG00000260928	0	0	1	1	0	0	3	0	0	0	4
ENSG00000260930	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260932	1	0	0	3	0	0	4	3	0	0	2
ENSG00000260933	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260934	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260937	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260939	1	0	0	0	0	0	0	0	0	0	0
ENSG00000260941	35	14	3	8	34	8	10	4	40	8	28
ENSG00000260942	237	21	60	11	58	18	217	168	12	67	184
ENSG00000260943	4	4	15	76	73	3	1	1	287	8	87
ENSG00000260944	2	0	1	0	0	3	0	0	0	0	0
ENSG00000260945	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260947	59	2	1	10	7	1	2	3	15	2	12
ENSG00000260948	204	43	12	9	49	9	12	10	23	15	23
ENSG00000260949	18	2	0	1	3	1	1	3	0	2	8
ENSG00000260951	0	3	15	2	0	34	1	0	5	0	0
ENSG00000260953	7	2	2	2	1	0	1	0	5	0	0
ENSG00000260954	6	0	0	2	1	1	0	4	1	0	4
ENSG00000260955	20	1	0	0	2	1	1	1	0	5	6
ENSG00000260957	0	0	0	0	0	0	4	0	0	0	0
ENSG00000260958	0	1	0	0	8	0	0	26	0	0	0
ENSG00000260959	0	0	0	0	0	0	0	0	0	0	0
