TCGA.NH.A50U	TCGA.A6.A565	TCGA.AA.A02K	TCGA.AZ.6606	TCGA.NH.A8F8	TCGA.AZ.4682	TCGA.AA.3973	TCGA.AZ.6600	TCGA.NH.A6GB	TCGA.AA.3844	TCGA.AA.3972	TCGA.AA.3692
ENSG00000261645	26	2	6	0	1	1	11	4	0	0	4	0
ENSG00000261646	2	3	0	1	1	0	0	1	0	2	0	1
ENSG00000261647	1	0	2	0	0	1	0	0	0	1	0	0
ENSG00000261648	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261649	0	1	0	0	2	0	0	0	1	0	0	1
ENSG00000261650	325	0	28	44	127	96	29	0	0	28	14	23
ENSG00000261651	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000261652	56	100	67	75	42	82	21	45	37	30	24	39
ENSG00000261653	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261654	20	34	7	23	13	6	4	12	5	6	2	4
ENSG00000261655	69	155	44	23	33	47	17	80	9	14	8	26
ENSG00000261656	1	4	0	2	1	1	2	0	1	0	0	2
ENSG00000261659	67	77	382	63	290	40	10	52	102	24	16	48
ENSG00000261663	108	102	82	43	57	42	16	43	49	19	16	31
ENSG00000261664	27	64	13	34	9	64	2	58	11	22	5	39
ENSG00000261665	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000261666	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261667	0	0	3	0	0	0	0	0	0	1	0	0
ENSG00000261668	11	2	8	5	3	2	2	2	2	2	2	2
ENSG00000261669	9	22	8	3	6	0	2	6	5	3	3	2
ENSG00000261670	0	9	3	1	3	2	0	2	1	3	2	4
ENSG00000261671	2	10	0	1	0	0	1	6	0	0	0	2
ENSG00000261673	1	0	1	1	2	0	0	0	0	0	0	1
ENSG00000261675	0	0	0	0	1	0	0	1	0	0	0	1
ENSG00000261678	6	0	1	1	2	0	0	3	3	1	0	1
ENSG00000261679	0	1	0	0	0	0	0	0	2	2	0	3
ENSG00000261680	0	1	2	0	1	0	0	0	0	0	0	0
ENSG00000261682	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261683	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261684	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261687	8	5	20	2	9	4	0	0	1	0	0	4
ENSG00000261689	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261691	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261692	1	0	2	0	1	0	0	0	1	0	0	0
ENSG00000261693	1	7	6	3	8	7	0	0	1	1	0	0
ENSG00000261695	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000261696	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261697	0	0	4	0	0	0	0	0	0	0	2	0
ENSG00000261701	1	876	0	0	0	2	0	47	0	1	0	4
ENSG00000261702	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261703	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000261704	0	4	0	0	0	4	0	67	0	0	0	3
ENSG00000261706	0	9	0	14	0	0	0	1	0	0	2	1
ENSG00000261707	13	19	7	4	5	12	5	6	3	1	2	0
ENSG00000261708	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261709	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261710	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261711	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261713	1	11	158	314	1	2	39	9	21	50	89	0
ENSG00000261714	3	1	1	0	0	0	3	0	0	1	0	0
ENSG00000261715	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000261716	654	714	1016	556	438	365	116	88	147	169	229	273
ENSG00000261717	0	0	1	3	1	0	0	0	1	0	0	0
ENSG00000261719	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261720	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261722	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261723	12	11	17	6	8	0	2	2	5	4	1	6
ENSG00000261725	0	0	1	1	0	0	0	0	1	0	0	0
ENSG00000261727	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261728	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261729	0	13	12	6	1	5	2	11	1	3	0	8
ENSG00000261730	0	15	1	3	0	7	0	10	5	0	4	5
ENSG00000261731	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261732	2	9	24	8	7	3	2	3	12	2	3	3
ENSG00000261734	0	0	0	0	0	1	0	2	1	0	0	0
ENSG00000261736	0	0	2	0	0	0	1	2	0	0	0	0
ENSG00000261737	25	67	25	22	15	21	3	25	30	12	28	32
ENSG00000261738	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261739	0	0	0	0	4	0	0	5	0	0	0	1
ENSG00000261740	448	154	465	350	186	666	59	264	223	67	36	62
ENSG00000261741	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000261742	3	28	4	0	7	4	1	0	2	0	6	3
ENSG00000261743	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261744	9	16	6	9	24	5	4	6	13	2	6	7
ENSG00000261745	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000261747	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261748	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000261749	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261751	3	0	1	0	0	0	0	0	0	0	0	0
ENSG00000261752	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261754	1	19	2	13	12	26	13	17	4	2	2	15
ENSG00000261757	2	1	21	3	0	1	0	1	1	2	0	0
ENSG00000261758	1	1	3	0	1	1	3	0	0	0	1	0
ENSG00000261759	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261760	0	3	2	1	1	0	2	3	1	2	0	2
ENSG00000261761	0	10	2	0	0	10	0	0	0	0	0	0
ENSG00000261762	48	38	38	64	95	103	17	39	46	22	20	37
ENSG00000261763	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261764	15	9	2	0	1	3	2	0	5	3	0	1
ENSG00000261765	0	2	0	0	0	0	1	0	0	0	2	1
ENSG00000261766	12	20	16	2	7	2	4	4	7	5	4	4
ENSG00000261770	28	33	89	43	29	2	9	9	8	4	9	13
ENSG00000261771	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261773	7	1	3	3	0	0	0	1	1	0	0	2
ENSG00000261774	0	0	0	0	1	0	2	0	0	0	0	3
ENSG00000261775	12	7	5	1	3	0	0	2	6	3	0	3
ENSG00000261776	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261777	86	23	69	8	43	34	15	5	21	23	12	43
ENSG00000261778	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261779	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261780	7	1	5	46	0	0	0	0	1	0	0	1
ENSG00000261781	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261782	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261783	7	5	46	12	1	6	2	16	4	12	4	17
ENSG00000261786	2	78	3	0	6	1	1	6	2	0	0	3
ENSG00000261787	55	10	47	0	8	7	11	2	5	0	2	29
ENSG00000261789	2	0	3	0	0	0	1	0	0	1	0	0
ENSG00000261790	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000261792	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000261793	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261794	7	13	2	4	4	0	0	1	2	1	2	0
ENSG00000261795	3	3	1	1	3	0	1	2	1	0	0	6
ENSG00000261796	1	2	2	2	1	1	0	2	0	0	0	1
ENSG00000261797	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261798	38	22	41	17	13	31	1	4	7	7	6	33
ENSG00000261799	289	451	290	1366	207	162	146	234	222	181	103	131
ENSG00000261800	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261801	85	127	122	40	32	21	37	84	30	58	20	73
ENSG00000261802	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261803	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261804	144	25	369	90	17	154	10	37	35	57	48	69
ENSG00000261807	2	0	2	0	0	0	0	0	0	0	0	0
ENSG00000261809	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261810	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261811	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261812	18	17	0	5	4	5	1	3	0	1	1	6
ENSG00000261813	7	2	2	0	1	6	2	0	0	2	0	2
ENSG00000261815	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261816	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000261817	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000261818	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261819	25	73	31	23	31	7	3	51	32	7	6	7
ENSG00000261820	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261821	1	4	0	1	6	0	4	1	1	0	0	0
ENSG00000261822	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261823	4	3	2	1	0	2	0	1	2	1	1	1
ENSG00000261824	375	203	335	227	207	203	139	164	126	93	98	204
ENSG00000261826	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261829	3	16	100	9	20	16	8	40	2	0	1	30
ENSG00000261831	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000261832	1	0	0	0	1	2	1	2	0	6	0	2
ENSG00000261834	0	6	0	0	1	3	0	11	6	3	0	2
ENSG00000261835	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000261837	1	3	2	0	0	0	0	2	3	0	1	0
ENSG00000261838	1	3	7	1	2	0	2	1	0	1	0	1
ENSG00000261839	0	5	0	0	3	0	0	1	0	0	0	0
ENSG00000261840	74	50	138	19	37	21	12	27	31	13	26	14
ENSG00000261842	2	4	11	4	3	5	1	4	1	0	0	4
ENSG00000261845	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261848	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261856	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261857	11	13	2	63	21	57	1	14	36	0	2	5
ENSG00000261863	9	3	8	5	3	77	0	0	12	0	0	73
ENSG00000261864	7	6	4	0	6	6	4	5	1	1	4	0
ENSG00000261868	2	3	3	0	1	1	0	2	1	2	0	1
ENSG00000261872	0	1	2	0	0	0	0	1	0	0	0	0
ENSG00000261873	7	1	3	2	0	0	0	0	0	0	0	3
ENSG00000261879	91	69	3	29	37	38	32	24	24	13	14	28
ENSG00000261882	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261884	148	319	154	104	174	108	38	100	139	99	52	69
ENSG00000261886	4	0	9	1	4	6	2	0	6	2	4	2
ENSG00000261888	44	79	17	67	54	5	5	77	14	5	2	14
ENSG00000261889	13	35	37	23	12	6	4	7	8	2	7	11
ENSG00000261898	4	1	4	2	1	1	2	3	0	0	0	3
ENSG00000261904	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261914	0	0	0	0	0	1	2	0	1	0	0	1
ENSG00000261915	3	2	4	2	3	1	1	1	0	0	2	1
ENSG00000261916	8	2	2	1	1	0	7	1	0	2	3	2
ENSG00000261924	3	4	5	10	3	8	0	5	3	0	1	4
ENSG00000261934	20	95	22	30	31	13	9	85	11	6	9	37
ENSG00000261938	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261939	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261949	30	2	0	4	0	1	0	1	0	0	0	0
ENSG00000261959	0	9	1	0	2	0	1	1	0	0	0	0
ENSG00000261963	8	0	1	0	0	2	1	2	0	1	0	0
ENSG00000261965	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000261970	0	3	0	0	1	0	0	0	1	0	0	1
ENSG00000261971	326	624	155	143	173	108	212	80	111	128	44	129
ENSG00000261976	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261978	2	0	2	0	0	1	0	1	2	1	1	1
ENSG00000261987	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000261996	13	28	5	18	16	0	18	2	0	2	0	2
ENSG00000261997	40	22	19	5	12	3	7	10	13	9	5	6
ENSG00000262000	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262001	586	617	663	468	689	431	193	186	382	146	362	414
ENSG00000262003	2	2	0	0	3	1	0	4	0	1	0	0
ENSG00000262006	11	6	2	4	3	0	6	0	6	2	0	3
ENSG00000262008	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262011	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262020	0	1	1	0	0	0	0	1	1	1	0	0
ENSG00000262031	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262038	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262039	2	7	2	1	1	2	0	2	2	0	0	0
ENSG00000262048	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262049	199	186	274	85	98	103	54	102	163	58	93	102
ENSG00000262050	44	37	88	71	12	12	5	17	4	17	5	6
ENSG00000262052	3	3	0	0	2	5	0	0	1	0	1	0
ENSG00000262061	24	17	9	6	15	5	7	19	0	4	3	9
ENSG00000262067	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262074	1	0	5	0	0	0	1	1	2	0	0	1
ENSG00000262075	1	3	0	2	0	0	0	1	0	0	0	0
ENSG00000262079	0	0	0	1	0	1	1	0	0	0	0	0
ENSG00000262081	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262085	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262089	109	65	112	52	23	18	21	32	17	15	10	16
ENSG00000262090	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262094	0	0	0	1	0	0	0	0	1	0	0	0
ENSG00000262095	0	1	1	0	0	0	3	0	0	0	0	3
ENSG00000262096	15	9	3	3	4	0	2	9	4	1	3	5
ENSG00000262097	3	8	0	0	1	1	0	10	2	0	0	0
ENSG00000262098	7	8	12	3	5	5	5	4	1	1	1	0
ENSG00000262099	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000262106	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262112	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262115	8	8	10	4	6	1	1	6	3	1	0	3
ENSG00000262116	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262117	3	1	1	0	1	4	0	0	0	0	0	0
ENSG00000262118	6	5	0	0	1	2	0	2	0	2	0	3
ENSG00000262119	0	1	0	0	0	0	1	3	0	0	0	0
ENSG00000262120	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000262133	0	3	0	0	2	0	0	1	1	0	0	0
ENSG00000262135	2	0	1	0	0	0	0	0	0	0	0	0
ENSG00000262136	9	0	19	8	4	14	1	4	2	4	5	8
ENSG00000262140	0	4	5	0	2	0	4	1	2	1	1	0
ENSG00000262141	0	0	0	0	0	1	1	1	0	3	0	0
ENSG00000262147	9	16	6	12	20	14	0	4	24	3	7	6
ENSG00000262151	0	0	0	0	0	0	0	3	0	0	0	0
ENSG00000262152	55	16	265	56	19	19	2	13	8	7	12	3
ENSG00000262154	0	0	3	0	0	0	1	0	0	0	0	3
ENSG00000262155	25	37	26	0	5	5	1	10	3	2	2	17
ENSG00000262158	0	0	1	0	0	0	1	0	0	0	0	1
ENSG00000262160	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262165	7	3	0	2	0	9	4	2	2	2	1	0
ENSG00000262171	3	6	3	0	1	1	2	2	0	0	1	2
ENSG00000262172	8	7	3	12	11	3	1	0	22	3	0	2
ENSG00000262179	6	5	0	8	1	19	1	4	0	2	0	14
ENSG00000262181	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262185	7	10	14	1	4	11	3	10	1	11	2	5
ENSG00000262187	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262188	155	25	168	346	318	60	50	7	403	22	251	50
ENSG00000262198	0	7	48	2	0	1	2	0	0	0	0	1
ENSG00000262202	1	0	2	0	0	0	2	0	0	0	2	0
ENSG00000262209	53	48	27	3	43	2	24	23	5	2	2	1
ENSG00000262211	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262213	7	5	8	3	0	1	0	1	0	1	0	0
ENSG00000262223	4	3	17	5	1	0	5	0	0	1	2	0
ENSG00000262227	29	32	23	26	12	4	10	12	12	6	4	7
ENSG00000262228	45	54	6	12	13	10	4	19	6	6	6	6
ENSG00000262231	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262235	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262246	1434	1402	1309	832	960	1124	200	747	1058	287	302	459
ENSG00000262248	9	13	1	2	7	2	1	4	1	1	2	0
ENSG00000262259	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262262	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262265	0	1	1	2	0	0	0	0	0	0	0	0
ENSG00000262267	0	1	2	0	0	0	0	0	0	0	0	0
ENSG00000262271	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262292	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262294	39	40	59	5	17	40	6	35	17	19	7	15
ENSG00000262296	0	0	0	1	0	0	1	1	0	0	0	0
ENSG00000262298	11	7	4	3	7	1	4	2	2	0	0	3
ENSG00000262302	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000262304	16	10	7	13	5	7	3	4	0	2	0	0
ENSG00000262312	11	83	3	1	3	2	4	10	9	9	0	2
ENSG00000262313	1	2	2	0	1	0	1	0	1	0	0	0
ENSG00000262316	0	0	2	0	0	0	0	0	0	0	1	0
ENSG00000262319	6	6	8	0	0	0	0	0	0	3	2	0
ENSG00000262322	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000262332	1	0	0	0	0	0	0	0	1	0	0	1
ENSG00000262333	105	98	112	64	32	58	27	36	27	12	19	23
ENSG00000262339	4	4	5	0	0	0	0	0	0	0	1	0
ENSG00000262343	1	0	0	0	0	0	0	0	0	0	1	2
ENSG00000262352	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262358	6	6	6	0	1	2	1	2	2	0	0	0
ENSG00000262362	21	7	41	5	4	13	1	7	4	1	2	6
ENSG00000262366	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262370	20	118	20	6	422	225	127	14	457	107	41	49
ENSG00000262372	24	43	23	5	18	3	4	9	14	3	8	10
ENSG00000262380	0	2	2	0	1	0	0	2	0	0	0	0
ENSG00000262381	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262384	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262400	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262402	3	1	0	0	1	0	1	1	3	2	1	1
ENSG00000262406	523	2847	270	810	308	1029	296	233	2160	1843	872	8658
ENSG00000262408	2	4	2	0	3	0	0	4	3	0	0	1
ENSG00000262410	24	42	15	6	20	10	6	6	18	7	8	11
ENSG00000262412	5	4	17	0	2	1	0	0	1	1	0	0
ENSG00000262413	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262420	3	8	4	1	5	1	2	6	2	3	2	4
ENSG00000262429	0	1	1	0	0	0	1	0	0	1	2	1
ENSG00000262434	10	11	4	3	6	2	3	4	1	3	0	2
ENSG00000262445	15	0	7	2	1	6	0	1	0	0	0	3
ENSG00000262454	4	5	29	2	8	7	12	6	1	4	3	8
ENSG00000262456	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262461	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262468	329	179	521	43	85	263	62	60	80	102	58	127
ENSG00000262470	2	2	0	1	0	1	4	3	1	1	0	0
ENSG00000262471	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262480	0	1	1	0	0	1	0	0	0	0	0	0
ENSG00000262481	1	1	6	0	2	2	1	0	0	1	0	3
ENSG00000262482	4	216	217	11	14	10	11	10	3	13	5	41
ENSG00000262484	88	23	19	13	5	4	7	12	2	3	4	5
ENSG00000262488	2	15	0	1	0	0	1	8	0	1	0	0
ENSG00000262492	0	1	0	2	0	1	2	0	2	1	0	1
ENSG00000262495	0	2	1	0	0	0	1	0	0	1	0	0
ENSG00000262497	3	5	0	5	1	1	1	5	1	1	0	1
ENSG00000262500	0	5	0	1	0	0	3	0	0	0	0	0
ENSG00000262503	0	2	28	2	0	0	0	0	10	0	8	1
ENSG00000262514	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262516	3	0	2	0	0	0	0	2	0	0	0	0
ENSG00000262518	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262519	11	10	10	7	6	10	0	1	6	2	0	7
ENSG00000262521	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262526	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262528	2	3	16	2	1	2	2	0	5	1	2	1
ENSG00000262529	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262533	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262539	1	81	3	33	1	0	31	2	0	1	2	0
ENSG00000262543	0	1	0	0	0	0	0	3	0	0	0	3
ENSG00000262558	54	31	36	11	9	28	21	35	6	16	5	9
ENSG00000262560	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262561	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000262566	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000262576	18	15	12	9	9	7	17	22	3	4	2	2
ENSG00000262580	991	296	817	115	289	108	129	77	74	140	51	208
ENSG00000262583	15	88	58	21	3	27	7	19	6	20	1	17
ENSG00000262585	118	36	260	157	212	38	47	13	250	34	98	43
ENSG00000262587	56	36	72	14	31	12	20	14	27	28	11	26
ENSG00000262609	1	0	0	1	0	0	1	0	0	1	0	1
ENSG00000262619	0	6	16	0	0	1	0	0	0	0	0	2
ENSG00000262623	1	2	1	0	0	0	0	1	1	0	1	1
ENSG00000262624	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262628	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262633	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262636	2	8	4	1	0	0	0	2	0	1	0	0
ENSG00000262648	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262651	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262652	11	18	7	3	6	0	1	6	5	1	3	3
ENSG00000262655	7960	4256	570	140	588	1455	215	4341	557	380	384	359
ENSG00000262660	1	0	2	2	0	1	0	0	0	0	0	1
ENSG00000262662	0	1	1	0	1	0	0	0	0	0	0	0
ENSG00000262663	14	30	13	1	13	4	1	2	14	8	2	6
ENSG00000262664	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262668	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000262678	20	36	4	10	16	1	5	2	6	1	0	0
ENSG00000262681	21	12	0	8	1	1	0	0	0	1	0	2
ENSG00000262686	2	0	1	1	3	8	1	1	0	1	0	7
ENSG00000262691	37	55	17	29	8	10	14	32	13	10	10	9
ENSG00000262692	40	59	8	31	16	9	8	11	8	9	4	5
ENSG00000262693	1	4	1	3	4	1	0	0	1	1	0	0
ENSG00000262700	7	6	1	0	2	0	2	3	0	0	0	0
ENSG00000262703	29	18	34	12	14	2	3	1	21	7	4	5
ENSG00000262708	1	0	3	0	0	1	0	0	0	1	0	0
ENSG00000262712	80	32	300	29	26	19	10	18	55	16	20	18
ENSG00000262714	302	50	798	123	37	231	10	84	66	99	56	75
ENSG00000262721	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262728	4	4	7	2	4	5	0	5	5	1	0	0
ENSG00000262730	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262732	6	10	7	2	1	1	0	1	2	4	0	3
ENSG00000262759	1	1	0	0	0	0	0	0	0	0	1	0
ENSG00000262766	21	83	43	24	42	10	7	22	29	17	7	16
ENSG00000262768	3	4	10	24	0	1	4	0	5	0	10	2
ENSG00000262769	0	2	1	0	3	0	0	1	0	0	0	0
ENSG00000262772	153	40	24	112	21	12	39	3	42	12	7	17
ENSG00000262777	41	40	13	4	14	11	12	33	4	4	4	1
ENSG00000262786	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000262791	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262801	0	2	0	0	0	1	34	5	0	0	3	12
ENSG00000262803	1	2	0	0	0	1	0	6	0	0	2	0
ENSG00000262810	0	8	1	0	1	0	1	1	0	0	0	0
ENSG00000262814	2537	1376	2508	2185	1325	3373	481	1999	2345	930	1028	1532
ENSG00000262815	3	0	0	0	0	0	0	0	0	0	1	2
ENSG00000262818	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262823	27	241	16	69	20	37	16	41	44	22	11	38
ENSG00000262831	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262833	1	1	1	0	2	0	0	1	1	0	0	1
ENSG00000262837	11	1	6	2	0	7	0	0	1	1	0	6
ENSG00000262848	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262855	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000262869	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262870	1	2	2	0	2	0	0	2	0	0	0	0
ENSG00000262873	13	12	88	5	1	7	10	5	0	2	2	6
ENSG00000262874	6	3	2	0	5	5	0	3	0	0	0	2
ENSG00000262877	335	115	581	99	35	4	162	51	104	49	73	19
ENSG00000262879	134	166	163	151	108	104	56	101	190	39	65	101
ENSG00000262880	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262881	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262884	2	4	2	15	0	3	0	0	0	2	1	3
ENSG00000262885	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262898	0	0	0	0	0	0	0	3	0	0	0	0
ENSG00000262899	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262902	109	262	144	53	3709	89	20	9450	43	45	15	36
ENSG00000262903	106	141	177	39	24	57	30	22	48	10	13	19
ENSG00000262904	6	7	13	12	7	8	2	0	5	2	2	4
ENSG00000262905	10	12	7	2	1	1	1	1	1	1	2	1
ENSG00000262919	1628	1042	1528	1301	730	4258	942	754	894	1191	616	986
ENSG00000262920	19	11	7	6	4	1	1	5	2	2	2	2
ENSG00000262921	0	0	2	1	1	0	1	0	0	3	0	0
ENSG00000262943	13	22	366	76	2	2	3	8	167	1	105	21
ENSG00000262950	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262953	4	2	1	0	0	2	0	0	0	4	0	1
ENSG00000262959	0	3	1	0	0	3	1	1	1	0	4	0
ENSG00000262961	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262962	0	4	0	0	0	2	1	0	0	3	0	0
ENSG00000262966	3	1	0	1	2	2	0	0	0	0	0	0
ENSG00000262967	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262974	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262979	28	19	29	15	13	3	43	0	31	52	75	8
ENSG00000262980	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262983	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262990	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000262995	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000262999	0	3	0	3	0	0	0	1	0	0	0	0
ENSG00000263001	2969	2032	1505	1974	1455	1235	737	1132	1565	686	565	916
ENSG00000263002	596	531	358	447	450	191	209	188	232	97	196	218
ENSG00000263004	113	118	126	73	49	142	23	43	50	50	39	52
ENSG00000263006	11	41	33	31	26	29	17	4	8	15	4	15
