TCGA.FS.A1ZE	TCGA.W3.AA1O	TCGA.EE.A185	TCGA.GN.A8LK	TCGA.EE.A2MD	TCGA.EE.A2MQ	TCGA.HR.A2OH	TCGA.EB.A5FP	TCGA.EE.A3JI	TCGA.FS.A4F0	TCGA.EE.A29Q	TCGA.EE.A29V	TCGA.EE.A2ML	TCGA.ER.A19H
ENSG00000267952	0	0	0	0	2	3	1	0	1	1	3	3	2	1
ENSG00000267959	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000267961	0	0	0	0	5	0	0	0	0	1	1	0	0	0
ENSG00000267968	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000267978	0	0	0	0	0	1	0	0	0	0	498	0	0	85
ENSG00000267980	11	26	16	11	24	20	22	8	57	71	40	20	16	38
ENSG00000267984	0	2	2	3	0	0	1	1	2	1	3	1	0	0
ENSG00000267986	0	1	0	1	0	1	0	0	0	1	0	0	0	1
ENSG00000267990	1	1	0	0	0	1	2	0	0	0	3	0	1	4
ENSG00000267992	0	0	0	0	0	1	1	0	0	0	0	5	0	0
ENSG00000268001	105	73	40	19	144	151	320	121	385	948	686	56	260	1430
ENSG00000268006	710	553	494	1057	1369	307	1108	1171	1225	1198	1857	1042	742	833
ENSG00000268009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268015	4	1	0	1	2	2	1	0	3	1	3	0	0	0
ENSG00000268020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268027	5	10	1	0	51	10	409	1	18	3	11	1	92	84
ENSG00000268030	97	79	42	35	38	50	52	64	155	261	60	27	43	102
ENSG00000268034	15	10	15	19	17	21	25	23	26	12	25	26	2	13
ENSG00000268038	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268041	2	1	1	4	7	4	28	1	3	14	0	1	13	4
ENSG00000268043	700	364	145	253	264	480	259	387	838	1602	1274	191	291	682
ENSG00000268047	5	5	2	2	2	4	1	9	5	7	5	3	1	11
ENSG00000268049	134	53	72	33	96	70	75	21	86	178	164	83	191	46
ENSG00000268051	1	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000268053	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000268055	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000268056	1	0	0	3	1	1	3	1	4	0	1	1	0	2
ENSG00000268058	0	2	0	0	0	1	0	1	4	0	2	0	0	1
ENSG00000268061	25	290	99	67	29	56	133	101	141	119	527	200	124	155
ENSG00000268062	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268066	9	11	0	6	5	4	0	5	4	16	1	0	2	2
ENSG00000268067	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000268069	4	1	1	1	3	1	1	1	1	14	2	0	3	5
ENSG00000268070	0	0	0	0	0	0	1	4	0	4	0	0	1	0
ENSG00000268074	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000268078	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268079	1	0	0	0	3	5	0	0	0	12	0	0	0	3
ENSG00000268080	1	0	2	0	1	1	0	0	0	0	3	0	1	0
ENSG00000268081	0	2	2	3	16	0	2	7	3	24	4	0	6	1
ENSG00000268083	0	0	0	2	1	2	0	0	3	1	1	4	0	0
ENSG00000268087	180	36	16	14	59	77	59	17	166	105	198	134	70	133
ENSG00000268088	1	0	0	0	0	0	7	0	0	1	0	0	2	1
ENSG00000268089	7	4	114	5	214	30	0	55	2	11	271	8	2	119
ENSG00000268093	8	18	1	6	6	12	12	11	30	35	25	7	10	6
ENSG00000268095	3	1	2	3	2	4	1	1	3	2	7	9	7	2
ENSG00000268100	0	1	0	0	0	0	0	0	0	0	0	0	5	0
ENSG00000268101	0	0	0	0	0	0	0	0	0	0	0	1	0	2
ENSG00000268104	37	0	10	0	8	1	0	51	0	4	2	0	0	0
ENSG00000268105	1	0	0	1	1	0	1	2	5	0	5	0	0	3
ENSG00000268107	2	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000268108	0	3	1	1	0	2	2	0	0	0	5	0	0	0
ENSG00000268112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268116	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000268117	1	3	2	0	7	3	0	0	8	5	11	0	0	5
ENSG00000268119	20	0	1	3	12	3	14	1	5	11	9	0	6	15
ENSG00000268120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268129	7	22	5	13	7	7	16	15	8	9	33	55	5	5
ENSG00000268133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268140	9	1	0	0	5	8	2	0	9	2	10	1	3	6
ENSG00000268144	1	0	1	0	0	0	0	0	4	0	1	0	0	1
ENSG00000268148	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000268149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268153	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000268154	1	0	2	0	0	0	1	1	2	11	1	0	1	2
ENSG00000268157	6	2	0	1	2	1	3	3	0	6	3	0	3	2
ENSG00000268163	10	6	5	9	11	0	1	8	3	19	2	3	3	2
ENSG00000268170	0	0	0	0	2	0	1	0	1	2	1	0	0	2
ENSG00000268173	8	2	0	1	2	0	0	2	1	3	2	3	1	3
ENSG00000268174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268181	0	0	0	0	1	0	0	0	0	0	0	4	0	1
ENSG00000268182	44	4	5	9	10	8	0	1	26	70	27	7	9	4
ENSG00000268184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268186	0	36	3	6	2	0	0	8	0	8	12	2	0	1
ENSG00000268189	35	39	20	56	26	38	42	32	33	57	69	197	27	32
ENSG00000268191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268193	0	2	0	0	0	0	0	0	1	0	1	3	0	1
ENSG00000268199	0	3	0	0	0	4	0	0	1	15	2	1	1	1
ENSG00000268201	18	12	9	6	14	16	8	12	9	7	5	4	12	20
ENSG00000268203	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268204	74	4	2	31	22	11	19	1	0	2	193	6	20	2
ENSG00000268205	1603	1120	841	1534	1343	1139	815	2637	2686	2693	4210	1165	804	817
ENSG00000268209	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268218	38	59	6	31	23	63	45	39	46	154	53	37	18	69
ENSG00000268221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268222	65	13	7	6	23	10	41	17	144	11	77	13	5	34
ENSG00000268223	1	0	0	0	0	1	0	0	1	1	0	0	0	0
ENSG00000268230	28	45	24	24	18	25	84	101	110	140	75	23	51	32
ENSG00000268231	4	0	0	0	0	0	0	7	2	35	10	0	3	7
ENSG00000268234	0	0	0	1	0	1	0	0	1	4	1	2	0	3
ENSG00000268235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268238	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268240	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268257	1	0	0	1	3	1	3	0	2	0	0	0	0	0
ENSG00000268266	11	3	4	7	1	1	2	12	25	1	5	3	0	1
ENSG00000268267	0	0	0	0	0	0	0	1	1	0	0	1	0	0
ENSG00000268272	0	0	0	0	0	0	0	0	2	6	0	0	0	0
ENSG00000268278	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268279	19	7	3	12	3	28	6	15	38	64	20	0	9	14
ENSG00000268282	0	4	1	2	3	1	1	2	3	1	2	4	1	1
ENSG00000268287	1	5	0	1	0	0	1	2	0	0	5	1	0	0
ENSG00000268288	3	2	4	3	2	11	11	2	19	9	15	0	9	3
ENSG00000268289	0	0	0	1	2	0	2	0	0	0	0	2	0	1
ENSG00000268292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268293	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000268295	0	2	0	0	0	4	0	0	3	1	0	0	1	0
ENSG00000268296	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268297	5	0	0	0	0	2	0	0	0	0	4	0	4	9
ENSG00000268307	4	1	3	1	0	0	0	30	1	3	3	11	1	2
ENSG00000268309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268316	0	3	0	2	6	3	2	0	1	4	1	0	0	2
ENSG00000268318	0	0	0	0	4	0	1	0	0	0	0	0	0	0
ENSG00000268320	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268322	0	0	0	0	1	1	0	0	0	0	0	1	0	1
ENSG00000268324	0	0	0	0	1	0	1	4	0	1	4	12	1	0
ENSG00000268326	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268333	1	3	7	2	1	6	4	3	0	0	5	0	2	32
ENSG00000268335	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000268336	1	0	0	0	5	0	0	0	0	0	0	0	0	0
ENSG00000268350	15	11	26	23	21	22	81	27	13	16	23	44	13	5
ENSG00000268355	40	104	7	13	62	24	19	53	84	78	4	5	28	12
ENSG00000268357	33	32	12	21	25	19	7	28	57	48	18	7	11	58
ENSG00000268361	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000268362	2	108	85	28	131	150	27	109	87	69	83	45	66	257
ENSG00000268364	40	21	21	11	84	19	10	35	65	29	34	44	23	57
ENSG00000268366	5	5	3	9	4	5	3	8	4	11	3	8	2	14
ENSG00000268375	0	1	0	0	0	0	0	0	2	3	0	2	1	3
ENSG00000268379	9	0	5	1	16	8	4	15	14	11	4	4	8	5
ENSG00000268388	0	6	1	4	4	0	3	1	1	0	1	2	8	2
ENSG00000268390	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268391	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268392	2	1	4	2	3	0	0	0	1	1	0	0	1	2
ENSG00000268400	5	0	0	1	0	1	0	0	1	0	1	0	0	0
ENSG00000268401	2	5	0	0	0	0	6	0	16	9	3	1	2	5
ENSG00000268403	79	41	11	41	44	23	27	51	166	125	40	18	43	49
ENSG00000268407	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268412	4	9	3	17	1	1	8	14	25	12	12	13	2	11
ENSG00000268416	2	0	0	0	0	0	1	2	0	1	0	0	1	0
ENSG00000268433	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000268434	0	0	0	0	0	1	0	0	0	3	3	1	1	1
ENSG00000268438	0	0	0	3	0	2	1	5	2	5	4	1	0	4
ENSG00000268442	0	3	1	10	3	1	2	2	14	26	7	4	1	1
ENSG00000268447	0	0	0	0	0	0	0	0	0	1	2	0	0	0
ENSG00000268455	0	1	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000268458	0	0	0	0	0	0	0	1	0	4	2	0	0	0
ENSG00000268460	27	1	0	5	10	0	7	7	0	12	449	1	2	2
ENSG00000268461	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268465	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268469	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268471	339	154	28	21	126	71	136	108	166	336	473	101	136	500
ENSG00000268472	0	2	1	1	1	1	1	3	5	4	1	0	0	1
ENSG00000268473	0	0	0	0	1	0	0	0	1	0	1	0	0	0
ENSG00000268475	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268480	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000268483	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268486	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268496	27	0	0	0	61	3	6	11	12	77	1	1	2	22
ENSG00000268499	2	6	1	0	5	0	1	0	0	7	2	0	1	4
ENSG00000268500	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000268505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268509	1	0	0	0	0	0	0	1	0	0	1	2	0	1
ENSG00000268510	0	0	0	0	2	0	0	0	0	0	1	0	1	1
ENSG00000268516	218	235	117	259	212	116	170	214	221	155	414	263	127	197
ENSG00000268518	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268520	11	8	3	2	0	0	6	11	2	11	5	4	4	7
ENSG00000268521	26	13	6	3	46	15	2	5	20	23	13	2	10	17
ENSG00000268529	1	0	1	0	8	0	6	0	2	1	4	1	1	4
ENSG00000268530	0	0	0	0	2	0	0	0	1	0	0	0	0	1
ENSG00000268531	0	0	0	0	0	0	0	0	0	0	25	0	0	0
ENSG00000268532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268533	7	5	1	4	3	3	0	3	6	24	7	1	0	5
ENSG00000268535	0	0	0	0	0	0	0	0	0	1	4	0	0	1
ENSG00000268536	1	4	2	8	4	2	3	2	3	7	13	5	3	2
ENSG00000268541	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268543	44	21	16	17	30	9	14	30	40	18	51	56	32	24
ENSG00000268545	3	1	3	2	2	0	0	6	5	6	1	0	2	1
ENSG00000268555	1	0	0	0	1	0	1	0	0	0	0	0	1	2
ENSG00000268560	0	0	0	0	4	0	1	0	0	0	0	0	0	0
ENSG00000268564	4	40	2	63	2	4	10	3	8	45	27	41	2	4
ENSG00000268565	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268566	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268573	145	96	158	44	305	49	102	512	49	72	491	119	37	92
ENSG00000268575	140	51	118	44	67	121	129	126	42	202	161	129	33	227
ENSG00000268580	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000268581	0	2	0	1	6	7	3	0	1	3	2	0	2	0
ENSG00000268582	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000268583	2	6	5	3	9	3	2	3	3	23	17	1	4	11
ENSG00000268584	15	30	0	5	10	22	11	4	7	52	49	50	16	23
ENSG00000268589	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268592	8	10	4	1	0	0	1	9	8	1	1	13	0	6
ENSG00000268593	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268595	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000268597	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268598	1	2	1	0	0	0	0	0	3	1	4	1	0	0
ENSG00000268601	85	8	5	0	21	21	36	13	5	3	223	4	0	5
ENSG00000268603	3	7	2	5	4	8	7	4	13	22	21	72	6	12
ENSG00000268605	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268606	0	0	3	0	5	0	0	4	5	4	17	7	0	28
ENSG00000268614	0	1	0	1	0	1	0	1	4	2	1	1	0	2
ENSG00000268615	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268618	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268621	13	3	4	9	12	0	371	8	2	0	57	5	5	1
ENSG00000268623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268628	7	14	0	2	2	1	1	1	5	11	22	3	3	1
ENSG00000268629	0	0	0	0	0	0	0	0	0	1	0	0	0	2
ENSG00000268635	15	2	3	3	3	0	0	0	1	9	6	2	5	6
ENSG00000268636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268643	0	3	0	0	0	2	0	2	0	0	0	1	0	1
ENSG00000268649	1	16	2	6	1	7	4	12	0	0	11	0	6	26
ENSG00000268650	3	12	0	8	2	1	4	4	6	11	21	8	0	6
ENSG00000268651	0	0	0	0	1	0	0	0	0	0	0	0	0	8
ENSG00000268652	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000268654	57	1	0	1	0	0	0	0	0	1	1	1	0	0
ENSG00000268655	87	139	66	70	237	2	23	89	0	3	53	257	2	15
ENSG00000268658	9	3	5	0	15	0	12	1	3	4	6	1	3	14
ENSG00000268659	0	0	0	1	0	0	0	0	1	1	0	0	0	1
ENSG00000268660	0	0	1	5	30	1	1	3	2	0	0	1	1	0
ENSG00000268663	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268669	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268670	11	5	7	2	4	11	5	10	43	29	10	1	8	18
ENSG00000268673	0	0	0	2	0	1	0	0	1	0	0	0	0	0
ENSG00000268677	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268678	9	6	4	15	11	6	4	14	17	8	15	18	2	9
ENSG00000268681	0	0	0	1	0	0	1	0	1	0	0	0	0	0
ENSG00000268683	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000268685	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268686	14	63	63	9	19	5	72	41	1	438	24	17	8	129
ENSG00000268696	2	0	0	0	12	1	0	0	1	1	0	0	0	2
ENSG00000268705	0	2	0	0	0	0	0	0	5	2	1	0	0	1
ENSG00000268707	4	5	0	2	1	3	3	9	2	11	0	0	4	3
ENSG00000268711	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268713	201	92	96	388	210	96	122	267	342	160	302	219	66	80
ENSG00000268717	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000268723	4	3	2	0	3	2	2	1	1	0	2	2	0	2
ENSG00000268729	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268731	2	0	0	0	1	0	1	1	1	0	0	0	0	0
ENSG00000268734	0	1	1	0	11	3	32	1	5	1	7	19	2	6
ENSG00000268736	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000268738	19	0	0	1	1	0	0	0	0	0	0	2	0	0
ENSG00000268739	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268742	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000268743	9	0	2	2	2	0	0	10	3	9	0	5	4	13
ENSG00000268744	5	1	3	2	4	7	6	4	28	12	13	1	8	2
ENSG00000268745	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268746	1	0	0	2	1	1	0	0	1	0	1	0	0	1
ENSG00000268747	0	2	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000268750	30	13	20	6	62	8	10	11	48	29	19	9	31	18
ENSG00000268751	177	6	4	78	10	6	13	3	1	33	10	16	25	16
ENSG00000268754	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000268756	11	7	4	2	1	15	5	11	24	31	7	1	7	12
ENSG00000268758	3	23	1	1	15	44	44	2	30	4	10	5	48	11
ENSG00000268764	1	0	0	0	3	0	0	0	0	1	3	0	0	0
ENSG00000268777	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268785	5	0	0	1	4	0	5	0	12	2	7	5	2	5
ENSG00000268789	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000268790	6	2	1	4	1	3	8	2	3	2	1	4	0	5
ENSG00000268794	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268797	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268798	233	11	6	5	14	26	6	4	78	14	46	15	7	36
ENSG00000268799	0	0	0	0	2	0	0	0	0	0	0	0	0	1
ENSG00000268803	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268804	0	0	0	0	2	1	7	0	1	0	2	1	5	4
ENSG00000268810	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268812	2	86	0	0	6	5	1	7	0	0	46	0	21	2
ENSG00000268818	0	0	0	0	0	1	0	0	0	1	2	2	1	1
ENSG00000268823	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268830	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268833	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000268834	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000268836	57	20	9	23	11	14	10	13	69	68	21	10	8	31
ENSG00000268839	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268842	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268845	1	1	0	0	0	0	2	0	0	0	0	0	0	1
ENSG00000268847	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000268849	2	2	4	0	8	2	42	1	7	18	1	10	44	8
ENSG00000268854	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268858	199	324	115	129	347	415	454	413	275	372	297	797	360	673
ENSG00000268861	1	0	0	0	7	0	21	0	1	0	0	1	5	8
ENSG00000268864	1	0	0	0	2	0	1	1	2	3	1	0	0	0
ENSG00000268866	0	1	0	0	0	0	0	1	0	1	0	3	0	0
ENSG00000268869	0	1	10	13	0	1	2	1	0	0	2	1	0	1
ENSG00000268870	0	0	0	0	0	0	0	0	3	1	0	0	0	0
ENSG00000268873	0	0	0	0	0	0	0	0	0	1	1	0	1	0
ENSG00000268879	6	0	0	0	0	0	39	3	0	1	30	0	1	0
ENSG00000268883	80	0	0	145	0	38	8	31	0	85	3	88	1	0
ENSG00000268884	2	2	0	0	0	2	0	0	4	1	2	2	1	2
ENSG00000268886	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000268889	1	3	0	0	0	1	1	1	0	0	0	0	1	1
ENSG00000268892	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268894	11	9	2	3	21	6	0	4	120	64	8	159	73	70
ENSG00000268895	247	308	364	194	233	212	456	345	522	599	903	625	501	217
ENSG00000268896	2	1	0	0	0	5	2	0	24	31	1	1	4	4
ENSG00000268902	0	0	57	21	110	0	3	58	22	79	239	196	7	31
ENSG00000268903	3	2	1	17	6	5	123	7	12	4	19	12	13	17
ENSG00000268906	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000268908	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000268912	173	24	106	61	114	13	54	61	89	38	164	40	20	89
ENSG00000268916	0	1	213	1	337	0	11	235	49	186	738	17	1	510
ENSG00000268922	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268926	0	0	0	0	1	0	0	0	1	1	0	0	0	2
ENSG00000268931	0	0	1	0	0	0	1	1	2	0	1	1	0	3
ENSG00000268938	3	6	1	5	1	4	10	5	12	11	4	1	1	6
ENSG00000268940	0	0	0	0	19	0	0	1	0	0	0	0	0	1
ENSG00000268941	20	31	1	2	30	134	177	19	37	2	228	14	43	20
ENSG00000268942	2	1	2	1	2	3	3	2	1	4	6	1	0	2
ENSG00000268945	15	4	3	1	3	2	0	7	5	13	14	3	2	11
ENSG00000268947	7	91	9	15	22	30	17	78	183	108	39	22	22	70
ENSG00000268949	9	9	0	0	4	0	10	3	9	11	18	0	1	15
ENSG00000268951	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000268955	0	0	0	0	1	0	0	0	1	0	2	0	0	0
ENSG00000268957	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268964	0	0	2	36	295	0	0	0	0	0	0	0	8	0
ENSG00000268967	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000268970	108	33	7	33	80	27	18	44	69	129	6	19	25	13
ENSG00000268975	24	81	12	1	30	57	47	40	118	53	76	10	19	16
ENSG00000268981	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000268983	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268985	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268987	0	0	0	1	1	0	0	4	2	2	0	1	1	1
ENSG00000268988	0	0	0	0	1	0	0	3	0	0	0	0	0	0
ENSG00000268992	0	0	1	2	1	0	0	1	1	1	0	0	0	0
ENSG00000268993	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268994	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268995	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268996	231	203	107	47	56	83	107	131	32	254	296	687	44	201
ENSG00000268997	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269001	94	23	22	19	67	38	21	84	86	99	18	15	62	18
ENSG00000269009	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000269012	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000269014	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000269019	2	33	6	14	5	6	13	4	10	23	6	53	11	10
ENSG00000269021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269025	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000269026	2	0	2	0	0	1	0	0	4	2	2	0	1	2
ENSG00000269028	135	33	37	103	47	3	73	83	92	0	187	94	2	66
ENSG00000269032	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269037	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269038	9	18	6	7	8	11	4	23	9	22	27	35	13	30
ENSG00000269040	0	0	1	0	0	2	1	0	3	1	1	0	0	0
ENSG00000269043	0	0	23	0	8	5	0	0	12	14	0	4	12	0
ENSG00000269044	466	185	86	255	180	268	183	92	448	347	631	476	208	371
ENSG00000269050	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000269053	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269054	22	18	2	6	8	5	5	7	17	18	17	15	6	23
ENSG00000269055	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269058	1	3	6	6	3	2	3	1	4	3	8	13	4	2
ENSG00000269066	2	1	0	1	0	3	0	1	3	0	1	1	1	0
ENSG00000269067	0	1	15	0	132	1	0	43	9	44	2	1	3	3
ENSG00000269068	8	9	1	4	2	3	10	0	12	18	39	6	5	13
ENSG00000269069	39	39	3	8	28	55	15	12	69	134	58	28	13	87
ENSG00000269072	2	0	0	0	43	0	6	0	3	3	0	0	5	6
ENSG00000269082	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000269085	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269086	6	6	1	2	9	5	15	2	2	1	20	4	11	1512
ENSG00000269091	4	0	0	0	4	0	1	2	1	13	3	1	3	1
ENSG00000269095	0	0	0	0	0	0	0	0	0	0	1	2	0	0
ENSG00000269096	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000269097	5	0	0	0	3	0	0	0	0	2	1	0	4	2
ENSG00000269099	0	0	0	0	0	0	2	2	0	0	0	0	0	0
ENSG00000269102	6	10	1	6	5	1	0	9	8	8	4	0	2	3
ENSG00000269103	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000269106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269107	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269110	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000269113	63	51	2	6	23	32	3	6	41	251	12	25	64	55
ENSG00000269118	0	0	0	0	0	0	1	0	0	0	0	0	0	2
ENSG00000269119	4	5	1	0	2	2	5	2	16	1	5	4	0	3
ENSG00000269124	0	0	0	0	1	0	1	0	0	0	0	0	0	21
ENSG00000269125	0	2	1	0	7	4	1	1	4	1	2	0	0	0
ENSG00000269130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
