TCGA.L9.A7SV	TCGA.69.7973	TCGA.55.8505	TCGA.55.8508	TCGA.91.7771	TCGA.97.8176	TCGA.64.5815	TCGA.86.A4P8	TCGA.64.5779	TCGA.50.8459	TCGA.73.4675	TCGA.73.7498	TCGA.55.8205	TCGA.55.7283	TCGA.55.A48Y	TCGA.55.A48X	TCGA.55.7576
ENSG00000264429	0	0	0	1	1	0	0	1	0	0	2	4	0	0	0	1	0
ENSG00000264431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264435	0	0	0	1	1	0	0	0	0	0	0	2	1	1	0	0	1
ENSG00000264438	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000264443	47	12	16	2	8	2	6	4	6	3	4	18	2	2	6	16	18
ENSG00000264444	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1
ENSG00000264448	15	0	6	3	1	0	1	0	4	1	2	0	7	0	0	5	3
ENSG00000264449	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000264451	0	1436	0	0	0	0	0	0	16	0	1	1	0	0	1	0	0
ENSG00000264452	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000264456	318	65	52	63	54	98	31	199	57	57	86	88	131	28	33	103	119
ENSG00000264458	2	1	0	0	3	0	0	0	0	0	3	6	0	0	0	1	0
ENSG00000264462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264464	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000264468	2	4	1	0	2	1	0	2	1	3	1	10	4	2	0	0	4
ENSG00000264470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264472	11	1	0	0	10	3	0	7	2	1	0	2	0	0	1	0	1
ENSG00000264474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264475	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000264477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264480	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0
ENSG00000264482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264483	0	3	0	1	0	0	0	1	1	1	0	1	0	0	0	0	1
ENSG00000264484	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264490	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000264491	5	0	0	0	2	2	1	5	0	1	0	7	0	3	0	10	1
ENSG00000264493	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000264494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264497	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000264500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264513	4	3	1	1	2	3	1	5	4	2	21	18	0	10	0	0	1
ENSG00000264514	1	0	0	0	0	0	0	1	0	3	0	3	1	1	0	2	5
ENSG00000264515	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ENSG00000264519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264520	34	8	4	6	4	4	1	16	8	2	5	20	7	0	11	9	2
ENSG00000264522	15399	3914	1525	1097	1826	1281	949	1800	812	1097	3842	5133	1460	2771	1875	2046	6580
ENSG00000264525	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264529	2	2	0	0	0	2	0	2	0	1	1	1	1	0	0	0	0
ENSG00000264530	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000264534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000264538	1276	963	169	353	289	392	97	536	447	247	394	715	539	232	224	548	343
ENSG00000264539	2	0	0	0	2	1	1	5	2	1	0	5	1	0	3	1	0
ENSG00000264540	3	3	0	0	0	2	1	0	0	1	1	0	2	1	0	0	4
ENSG00000264545	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000264546	22	4	0	1	4	3	0	9	5	0	8	8	0	0	2	2	3
ENSG00000264548	123	4	11	15	7	14	2	37	6	19	21	61	16	3	6	26	7
ENSG00000264549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264553	5	1	0	0	4	1	0	4	1	3	3	3	4	1	0	0	1
ENSG00000264554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264559	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000264563	1	1	0	1	1	0	0	1	2	1	0	0	2	0	0	0	0
ENSG00000264564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000264566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSG00000264569	122	9	2	2	1	6	0	2	13	5	2	32	0	1	0	3	13
ENSG00000264570	2	5	0	0	1	1	1	2	1	2	3	0	2	1	1	0	2
ENSG00000264571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264572	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	1
ENSG00000264573	10	1	1	1	1	2	0	14	4	2	0	9	4	2	0	7	2
ENSG00000264574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264575	124	125	88	28	77	83	80	84	52	81	130	151	93	57	70	173	261
ENSG00000264577	448	120	59	71	54	63	7	105	67	31	96	153	134	48	63	76	65
ENSG00000264578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264580	1	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0
ENSG00000264582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264583	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264585	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000264587	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264589	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000264592	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0
ENSG00000264595	10	3	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSG00000264596	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0
ENSG00000264598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264607	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000264608	293	27	27	30	13	37	4	62	24	19	44	40	33	8	34	40	44
ENSG00000264610	2	0	0	0	3	3	0	2	3	0	4	8	2	1	0	7	0
ENSG00000264613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264614	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264615	0	0	0	0	0	0	0	2	0	1	0	3	1	0	0	0	0
ENSG00000264616	1	2	0	0	1	0	0	2	0	0	1	5	0	0	0	0	1
ENSG00000264617	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000264618	0	1	0	0	0	0	1	0	0	0	3	0	1	1	0	1	0
ENSG00000264621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264623	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264630	32	0	0	0	5	6	1	2	1	0	1	2	2	2	0	0	3
ENSG00000264633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264634	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264635	8	11	6	5	4	1	0	15	11	2	2	31	2	2	0	5	3
ENSG00000264638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264643	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000264644	67	36	10	8	12	19	3	7	36	11	313	85	15	11	8	18	36
ENSG00000264647	13	3	0	2	0	0	0	0	0	0	0	1	6	1	0	4	0
ENSG00000264653	1	0	0	0	3	1	0	0	0	0	2	7	1	0	1	0	1
ENSG00000264655	26	5	2	0	0	4	4	3	2	1	17	5	0	5	2	1	16
ENSG00000264657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264658	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000264659	3	1	0	0	5	0	1	5	0	1	5	3	0	11	0	15	13
ENSG00000264660	0	9	5	1	0	3	0	2	3	2	1	0	0	1	0	3	1
ENSG00000264661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264662	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSG00000264663	0	2	0	0	3	1	0	0	0	0	0	2	1	0	2	1	0
ENSG00000264666	12	10	3	0	2	5	1	3	1	0	9	9	1	2	1	7	1
ENSG00000264668	4	0	2	1	4	3	2	9	2	5	9	18	0	2	3	2	1
ENSG00000264672	43	24	15	7	25	11	7	13	20	33	29	17	18	9	10	29	46
ENSG00000264673	1	0	0	0	0	0	0	0	0	2	2	0	0	1	0	1	0
ENSG00000264675	0	0	2	0	1	0	0	1	0	0	0	3	0	0	0	1	0
ENSG00000264676	0	1	0	0	0	0	0	0	0	0	2	1	0	1	0	0	1
ENSG00000264678	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000264684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264693	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264695	0	0	0	0	0	0	1	1	1	0	1	5	0	0	0	0	1
ENSG00000264697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264701	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264703	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000264705	1	2	2	0	9	3	2	67	16	10	9	16	13	1	17	4	1
ENSG00000264706	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000264707	15	19	7	8	27	14	21	26	11	30	18	16	42	10	7	7	31
ENSG00000264712	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000264714	0	102	3	8	6	0	0	3	22	1	8	6	1	0	5	2	1
ENSG00000264717	3	10	5	0	1	3	0	9	0	3	0	1	3	9	9	4	2
ENSG00000264720	0	0	1	0	0	0	0	4	0	0	0	1	0	0	1	0	0
ENSG00000264722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264727	25	3	5	1	2	7	1	16	1	6	71	4	0	0	4	31	0
ENSG00000264729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264733	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000264734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264735	1	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0
ENSG00000264736	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000264737	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000264739	2	1	0	0	2	0	0	5	0	1	2	5	2	0	0	1	1
ENSG00000264741	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264743	57	14	7	5	10	16	3	26	10	5	11	9	15	3	4	19	16
ENSG00000264744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264745	10	49	3	21	12	10	11	31	20	14	28	15	11	8	2	18	16
ENSG00000264747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264750	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264754	0	2	0	1	1	0	1	2	2	0	2	0	0	0	1	0	0
ENSG00000264755	0	0	0	0	4	0	0	1	0	0	2	0	0	0	0	0	0
ENSG00000264757	0	0	0	0	0	0	0	1	2	0	1	1	0	1	0	2	0
ENSG00000264760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264764	0	0	0	0	2	1	0	4	0	0	0	1	0	0	0	0	0
ENSG00000264765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264767	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264769	20	9	83	6	3	96	2	19	11	6	11	48	18	2	3	16	9
ENSG00000264772	123	95	44	70	51	88	20	94	59	65	150	157	98	71	25	59	51
ENSG00000264773	2	1	0	0	6	0	1	5	2	3	0	0	12	2	0	5	1
ENSG00000264775	1	1	0	1	0	3	3	3	0	0	2	0	2	1	1	2	2
ENSG00000264781	0	2	4	11	2	2	0	5	14	3	2	20	9	0	3	11	2
ENSG00000264785	0	0	24	0	0	77	0	3	3	1	37	6	0	0	2	0	0
ENSG00000264788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264790	0	0	0	0	0	1	0	0	0	0	5	0	1	0	0	2	0
ENSG00000264791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264792	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000264793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264796	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	1
ENSG00000264800	1	0	0	1	0	0	0	1	1	0	0	1	2	0	0	0	1
ENSG00000264801	9	11	2	3	4	0	1	13	1	0	1	13	9	2	0	1	1
ENSG00000264802	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000264803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264808	5	14	1	3	7	9	5	1	7	0	16	2	6	2	0	9	14
ENSG00000264809	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000264810	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000264812	20	9	2	4	4	3	0	11	7	3	6	8	7	1	1	11	4
ENSG00000264813	1	1	1	0	0	0	0	13	0	0	1	2	2	0	0	0	2
ENSG00000264814	0	2	0	0	2	0	0	1	0	1	0	1	1	0	0	0	0
ENSG00000264823	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000264824	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264825	0	2	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0
ENSG00000264829	3	5	2	0	0	1	0	1	1	0	1	1	0	0	0	0	1
ENSG00000264833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264834	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
ENSG00000264837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264840	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264843	0	1	0	0	1	0	0	2	1	1	0	1	2	0	2	0	0
ENSG00000264845	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0
ENSG00000264850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264853	8	2	1	2	5	7	0	15	1	2	4	4	4	1	0	0	2
ENSG00000264857	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264859	15	24	55	17	4	2	18	8	17	16	25	16	18	16	11	18	15
ENSG00000264860	6	3	0	0	0	2	0	0	2	0	2	2	0	0	0	1	0
ENSG00000264862	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1
ENSG00000264864	0	1	0	0	0	1	1	1	0	0	4	3	1	2	0	3	0
ENSG00000264869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264876	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000264879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264881	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264885	84	138	36	20	56	16	19	27	20	34	18	45	25	32	39	43	39
ENSG00000264892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264895	4	1	0	0	3	3	0	2	5	0	5	10	1	1	0	0	2
ENSG00000264897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264901	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0
ENSG00000264902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264906	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000264907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264910	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000264911	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264914	7	5	0	2	1	1	0	2	3	0	3	5	3	0	2	0	6
ENSG00000264916	0	1	0	0	2	0	0	2	1	0	2	1	0	0	0	0	0
ENSG00000264920	307	131	84	54	79	105	42	75	79	86	237	332	234	107	158	108	289
ENSG00000264922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264924	7	10	0	15	1	3	0	8	8	3	4	16	4	1	10	4	2
ENSG00000264926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264931	1	2	3	1	1	0	0	4	1	1	4	1	0	2	0	3	2
ENSG00000264932	30	13	15	7	9	13	0	20	17	3	24	66	5	0	18	11	2
ENSG00000264933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264937	11	2	8	5	22	3	2	26	13	4	11	18	6	3	9	3	10
ENSG00000264940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264941	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000264943	13	15	4	0	4	3	0	31	4	7	12	15	4	1	3	6	2
ENSG00000264947	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000264954	4	19	2	13	7	12	2	8	2	4	8	16	2	7	7	16	4
ENSG00000264956	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000264958	1	0	2	0	0	2	0	3	1	1	0	0	0	0	0	0	0
ENSG00000264961	12	4	4	0	3	0	0	3	1	0	10	13	1	3	0	2	4
ENSG00000264963	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264964	23	59	12	14	2	6	1	13	6	18	198	12	33	0	12	5	38
ENSG00000264966	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0
ENSG00000264968	30	5	3	3	6	4	0	24	6	7	7	12	6	11	5	7	5
ENSG00000264970	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000264971	5	0	1	0	0	2	0	0	0	0	1	1	0	1	0	0	0
ENSG00000264974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264978	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000264979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264982	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000264984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000264985	0	8	0	0	1	0	4	1	0	0	0	0	0	7	0	1	1
ENSG00000264986	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000264990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264994	1	2	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0
ENSG00000264997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264999	10	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000265000	1	1	1	2	0	0	1	0	0	2	0	0	1	1	0	0	0
ENSG00000265003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265008	8	1	1	1	4	5	1	5	3	0	0	3	4	1	0	7	3
ENSG00000265010	11	7	0	0	6	3	0	5	5	1	1	10	9	4	3	7	9
ENSG00000265014	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000265015	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1
ENSG00000265018	417	148	8	0	49	42	1	33	25	8	52	13	4	1	0	15	34
ENSG00000265019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265033	2	7	0	1	6	4	0	5	4	2	13	21	6	3	1	8	3
ENSG00000265038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265043	0	2	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0
ENSG00000265046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265052	2	1	0	0	0	1	0	0	0	0	1	0	0	0	1	2	1
ENSG00000265055	305	100	21	29	12	29	13	8	15	9	17	70	51	17	45	57	220
ENSG00000265056	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000265057	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265060	83	0	4	0	0	5	0	0	0	0	0	0	0	0	0	1	0
ENSG00000265061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265064	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000265069	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000265073	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000265075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265078	1	0	1	0	1	0	0	2	0	0	3	2	0	0	0	1	1
ENSG00000265083	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265089	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000265091	0	1	1	1	2	1	0	3	1	0	4	1	0	2	2	4	3
ENSG00000265092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265093	0	1	0	0	0	0	0	4	0	0	0	4	0	0	0	1	0
ENSG00000265094	5	2	0	0	0	0	0	3	2	0	0	2	0	0	1	0	1
ENSG00000265095	24	2	3	0	2	2	0	4	3	2	2	3	0	2	0	2	0
ENSG00000265096	0	2	1	1	0	2	5	3	1	5	1	1	3	0	5	1	0
ENSG00000265097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265099	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
ENSG00000265100	156	13	5	11	14	16	1	39	6	4	9	16	13	4	2	26	12
ENSG00000265101	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000265102	1	0	3	0	4	0	0	4	2	1	1	2	2	1	0	3	1
ENSG00000265107	659	1775	1639	570	872	1035	1366	2935	998	1294	1513	1715	2011	1872	2225	1801	3536
ENSG00000265110	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000265112	2	4	0	0	4	10	1	7	8	1	1	0	4	1	1	3	2
ENSG00000265113	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
ENSG00000265115	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0
ENSG00000265118	1	3	4	1	10	4	5	3	4	12	3	3	5	2	3	7	7
ENSG00000265121	46	15	1	2	0	2	1	4	9	0	1	46	13	18	0	31	26
ENSG00000265123	7	0	0	0	1	2	0	2	2	1	8	2	0	0	0	0	0
ENSG00000265125	0	3	0	1	0	0	1	1	1	0	0	5	2	1	1	2	1
ENSG00000265126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265128	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000265134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265135	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000265136	19	23	2	2	17	6	1	22	19	2	27	35	19	3	0	11	17
ENSG00000265137	3	3	1	0	1	1	0	1	2	0	2	5	2	0	0	2	1
ENSG00000265139	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0
ENSG00000265140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265142	2	3	0	1	5	5	2	10	4	3	3	10	1	1	0	2	2
ENSG00000265144	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0
ENSG00000265145	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000265148	28	53	12	15	62	28	16	102	34	68	27	98	109	33	18	106	79
ENSG00000265154	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0	0	0
ENSG00000265158	2	17	2	2	3	3	9	18	2	13	4	12	5	2	7	4	8
