TCGA.86.7954	TCGA.55.5899	TCGA.97.8547	TCGA.50.6590	TCGA.55.7281	TCGA.49.AAR4	TCGA.55.8301	TCGA.86.8054	TCGA.55.7994	TCGA.50.5933	TCGA.50.5051	TCGA.55.7995	TCGA.55.1596	TCGA.49.AAR2
ENSG00000276223	2	3	3	2	2	1	6	0	0	1	0	5	4	12
ENSG00000276225	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276229	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276231	597	102	138	176	283	135	269	103	321	198	104	651	46	173
ENSG00000276232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276233	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276234	1712	681	608	678	623	773	749	1651	1601	532	579	1664	717	1090
ENSG00000276240	0	0	0	0	0	0	0	0	2	0	0	0	1	0
ENSG00000276241	0	1	0	0	0	5	0	0	2	0	0	4	0	1
ENSG00000276248	45	17	36	13	27	45	28	39	161	18	24	62	13	26
ENSG00000276250	8	5	8	3	4	18	12	2	6	3	7	26	4	29
ENSG00000276251	0	0	1	1	5	2	6	0	0	0	3	16	1	4
ENSG00000276255	7	1	3	1	0	4	13	2	7	0	0	19	0	5
ENSG00000276257	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276259	54	16	23	17	21	42	65	44	84	15	119	50	14	45
ENSG00000276261	8	5	5	3	11	9	6	5	2	11	0	8	13	3
ENSG00000276266	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000276269	0	0	0	0	1	1	3	0	0	0	0	0	0	2
ENSG00000276270	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000276272	21	0	2	3	3	5	5	4	1	0	5	0	9	18
ENSG00000276277	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276278	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276281	1	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000276282	1	3	0	0	0	0	2	3	2	0	2	1	1	2
ENSG00000276289	13	4	1	0	2	21	1	2	9	0	1	4	7	1
ENSG00000276290	1	0	0	1	1	1	0	2	4	1	1	0	0	0
ENSG00000276291	306	184	66	133	155	123	284	345	374	157	129	510	85	123
ENSG00000276292	6	0	2	2	1	4	3	7	7	1	0	7	2	3
ENSG00000276293	9948	2558	3709	3283	3910	4245	3797	6230	7947	3196	2517	7424	9925	3795
ENSG00000276294	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276298	13	1	0	1	0	2	4	1	0	0	0	3	0	1
ENSG00000276302	5	1	1	2	0	2	2	4	5	1	0	3	0	2
ENSG00000276304	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276308	0	0	1	0	0	0	0	0	0	0	0	1	0	1
ENSG00000276309	2	0	0	0	1	1	0	0	2	0	4	4	0	2
ENSG00000276311	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276314	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276317	215	5	10	36	16	17	66	7	82	17	9	191	79	12
ENSG00000276318	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276319	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276326	2	0	0	0	0	0	0	2	2	0	0	0	0	0
ENSG00000276332	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276334	86	22	46	74	73	34	31	154	80	49	30	348	37	32
ENSG00000276337	17	13	28	3	14	42	22	29	19	4	11	27	11	67
ENSG00000276348	0	0	0	1	0	0	1	0	0	0	0	0	0	1
ENSG00000276350	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000276352	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276353	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276359	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276362	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276365	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276366	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276368	1	0	1	2	1	1	2	1	1	1	1	1	3	25
ENSG00000276375	1	0	1	0	0	0	0	0	1	1	0	0	2	0
ENSG00000276376	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276380	1	0	0	1	1	0	0	2	2	2	1	20	1	0
ENSG00000276384	8	5	1	4	1	8	1	3	12	1	11	9	2	62
ENSG00000276385	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276386	5	14	0	2	0	1	2	4	6	1	0	0	1	0
ENSG00000276388	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276390	47	16	18	14	16	19	19	43	32	3	18	29	29	52
ENSG00000276391	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276393	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000276396	0	0	1	0	0	0	0	2	1	0	0	1	0	1
ENSG00000276397	0	7	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000276398	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000276399	0	1	0	1	0	5	0	0	0	0	0	0	0	98
ENSG00000276400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276403	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSG00000276404	20	1	1	0	1	2	4	4	18	2	4	16	1	3
ENSG00000276405	10	2	0	24	3	46	17	10	89	4	1	9	2	1
ENSG00000276406	1	0	2	1	0	1	1	1	0	0	1	4	2	3
ENSG00000276407	0	1	0	0	0	0	1	0	0	0	0	0	7	1
ENSG00000276408	1	5	5	2	1	4	2	1	1	1	1	3	2	7
ENSG00000276409	40	6	5	4	16	47	19	55	35	33	39	16	21	58
ENSG00000276410	0	1	0	0	0	0	0	7	3	0	0	1	1	1
ENSG00000276411	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276412	8	0	0	0	3	10	0	0	5	0	0	0	0	5
ENSG00000276413	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276417	1	1	2	1	0	3	0	1	0	1	0	14	2	0
ENSG00000276418	12	16	0	13	4	1	7	27	9	7	12	11	15	5
ENSG00000276422	1	0	0	0	0	9	0	0	0	0	0	0	3	1
ENSG00000276426	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276427	0	0	0	1	0	0	1	0	0	0	0	0	0	1
ENSG00000276428	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276430	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276431	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000276434	9	1	1	1	2	1	1	19	17	1	4	14	2	4
ENSG00000276436	0	0	0	0	0	2	0	0	0	0	1	0	0	1
ENSG00000276442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276445	6	5	3	9	4	26	21	5	9	2	16	40	3	9
ENSG00000276449	32	2	15	33	13	42	35	45	39	8	20	39	3	17
ENSG00000276454	4	0	0	0	2	3	2	1	1	1	0	3	0	0
ENSG00000276457	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276460	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276462	4	0	0	0	0	10	1	0	0	0	2	4	2	1
ENSG00000276467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276470	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276471	0	0	0	0	0	0	1	0	3	0	0	0	0	0
ENSG00000276473	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000276474	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276475	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000276476	92	141	2	117	2	35	2	423	16	61	3	28	29	38
ENSG00000276478	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000276479	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276484	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000276486	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000276487	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276488	23	6	9	20	10	43	19	32	33	4	18	103	5	25
ENSG00000276489	0	0	0	0	1	0	0	0	2	0	0	0	0	0
ENSG00000276490	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000276493	2	0	0	0	0	2	0	0	1	0	0	0	0	0
ENSG00000276494	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276496	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276500	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276502	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276505	10	2	4	3	0	1	3	2	4	0	1	4	1	1
ENSG00000276507	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276508	1	0	1	0	1	0	0	0	1	1	1	2	0	0
ENSG00000276509	4	3	1	4	6	4	2	2	1	5	4	8	8	0
ENSG00000276514	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276517	41	20	19	18	14	41	32	45	30	30	29	47	21	46
ENSG00000276519	1	0	0	2	0	1	0	0	0	0	0	1	0	0
ENSG00000276520	2	1	0	1	0	15	0	0	0	0	0	0	1	1
ENSG00000276521	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000276522	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276523	23	7	18	2	6	23	17	17	25	1	10	27	8	25
ENSG00000276524	6	0	2	0	1	4	3	2	5	1	2	11	6	14
ENSG00000276525	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276527	0	0	2	1	0	2	2	0	33	1	2	3	0	0
ENSG00000276528	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276529	117	46	42	70	81	46	161	61	84	87	51	198	18	63
ENSG00000276530	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276531	1	1	0	0	0	0	1	1	0	8	1	6	3	2
ENSG00000276532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276533	25	8	15	6	11	26	25	8	24	11	10	21	7	22
ENSG00000276535	1	0	0	0	0	0	0	0	0	1	0	0	2	8
ENSG00000276538	0	3	0	0	0	2	0	0	2	0	0	0	0	0
ENSG00000276540	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276542	0	0	0	0	0	0	0	7	0	0	0	1	0	1
ENSG00000276544	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276545	49	2	8	9	3	15	7	13	11	12	6	4	0	5
ENSG00000276546	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276547	1548	29	294	333	23	155	345	472	36	447	91	63	39	19
ENSG00000276548	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000276550	1386	620	511	248	225	2324	981	2223	1681	228	407	1734	546	785
ENSG00000276556	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276557	51	10	6	16	10	46	61	8	41	11	2	59	8	8
ENSG00000276562	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276563	2	0	0	3	0	1	2	1	1	2	0	4	0	2
ENSG00000276564	21	4	16	6	28	28	18	51	48	12	58	47	17	16
ENSG00000276566	11	1	4	144	56	1027	61	55	2	13	5	8	43	461
ENSG00000276568	0	0	0	0	0	0	0	0	2	0	0	1	0	0
ENSG00000276569	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276570	93	48	35	63	48	132	76	48	129	35	36	120	18	55
ENSG00000276571	19	8	15	6	14	16	14	13	28	9	19	27	10	25
ENSG00000276573	3	2	2	2	7	1	2	7	5	1	1	2	6	5
ENSG00000276575	7	0	2	0	3	0	4	2	1	0	1	4	0	2
ENSG00000276576	1	3	1	2	0	0	0	0	1	0	1	0	1	0
ENSG00000276577	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276578	8	0	2	4	0	21	1	2	14	1	0	1	0	1
ENSG00000276580	1	0	0	0	0	0	3	0	3	0	0	2	0	0
ENSG00000276581	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276584	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276586	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276588	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000276591	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276592	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276593	3	5	3	2	4	6	8	6	0	2	7	6	2	5
ENSG00000276596	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276597	6	0	0	4	0	0	2	3	14	1	0	0	0	2
ENSG00000276598	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000276599	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000276600	3113	235	1361	207	1802	1018	1079	97	1775	1330	595	1116	178	517
ENSG00000276601	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276603	10	1	3	8	1	7	11	40	12	2	3	25	0	8
ENSG00000276605	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276609	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276612	1	0	0	0	0	0	0	0	0	0	1	2	0	0
ENSG00000276620	0	0	0	1	1	0	2	2	0	1	0	0	0	0
ENSG00000276622	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276623	0	0	0	0	0	0	0	1	0	0	0	0	0	2
ENSG00000276626	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276627	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ENSG00000276631	0	0	0	0	0	0	2	0	0	0	0	1	0	0
ENSG00000276632	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276633	0	6	1	1	1	0	5	0	0	1	0	3	0	0
ENSG00000276637	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276638	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276639	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276641	4	1	2	0	0	2	1	1	0	0	1	4	0	0
ENSG00000276642	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276643	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276644	127	934	18	25	34	31	61	3031	107	66	57	159	21	15
ENSG00000276645	3	0	1	0	1	0	3	1	0	1	7	1	1	1
ENSG00000276647	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276649	10	1	7	9	6	6	9	2	5	10	4	29	6	3
ENSG00000276650	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000276651	3	3	11	4	2	4	6	3	4	1	3	7	1	5
ENSG00000276653	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276656	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276662	3	0	1	1	0	0	1	0	10	4	1	2	0	1
ENSG00000276663	15	1	8	2	9	12	6	7	5	8	8	15	2	10
ENSG00000276664	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276667	0	0	0	0	2	0	0	0	0	0	0	0	1	0
ENSG00000276668	1	1	0	0	0	1	0	0	0	0	1	2	0	0
ENSG00000276669	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000276670	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000276672	62	63	22	62	24	34	59	161	59	31	35	48	18	43
ENSG00000276673	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276674	3	1	0	6	0	17	17	0	2	0	1	1	0	3
ENSG00000276675	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276678	0	0	4	0	0	0	0	3	2	0	4	1	2	0
ENSG00000276680	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276685	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276687	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276688	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ENSG00000276689	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276690	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276691	15	6	26	3	0	6	4	3	32	4	2	42	1	11
ENSG00000276692	0	0	0	0	0	0	3	0	2	0	0	0	0	1
ENSG00000276693	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276696	5	0	2	0	0	2	2	2	2	0	0	0	0	1
ENSG00000276698	37	36	22	12	19	56	28	28	46	6	26	44	29	106
ENSG00000276699	2	0	0	1	0	0	3	0	0	0	0	4	0	0
ENSG00000276702	1	0	6	3	0	5	2	4	1	1	4	0	0	6
ENSG00000276703	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276704	0	0	2	0	7	4	4	13	3	0	1	2	0	4
ENSG00000276706	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276707	0	0	0	4	0	2	0	0	0	11	0	0	0	0
ENSG00000276710	295	67	584	74	78	485	296	356	55	77	149	958	85	467
ENSG00000276712	10	3	2	2	2	7	9	14	17	2	3	7	1	18
ENSG00000276713	0	0	1	0	0	0	2	42	0	0	0	1	0	0
ENSG00000276715	107	2	64	0	32	23	0	1	1	37	21	29	10	63
ENSG00000276717	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276718	67	19	18	16	18	55	56	18	83	4	54	169	19	70
ENSG00000276721	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000276722	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276723	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276724	2	1	0	0	1	2	1	0	2	0	0	13	0	0
ENSG00000276727	1	0	0	0	0	3	5	12	3	1	3	1	1	1
ENSG00000276728	69	61	18	63	18	87	42	41	36	14	52	85	50	360
ENSG00000276729	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000276730	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000276733	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276735	3	0	3	0	0	1	0	3	3	0	1	5	0	0
ENSG00000276738	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276740	0	1	3	0	5	29	0	113	14	5	1	0	1	67
ENSG00000276742	4	0	1	1	0	3	4	1	2	3	11	7	2	0
ENSG00000276744	8	6	20	6	1	17	7	6	19	3	3	22	16	17
ENSG00000276746	0	0	0	0	3	0	1	0	0	0	2	0	0	1
ENSG00000276747	1	9	0	1	0	1	0	0	0	4	1	3	0	0
ENSG00000276753	0	0	3	0	0	1	0	0	0	0	0	0	0	0
ENSG00000276754	3	1	0	0	0	5	2	2	2	0	7	5	0	10
ENSG00000276755	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276756	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276757	17	1	9	2	7	10	4	6	11	2	3	14	1	5
ENSG00000276758	11	0	1	16	0	0	7	2	8	6	0	5	0	3
ENSG00000276759	0	0	0	2	3	3	3	1	2	1	0	0	0	3
ENSG00000276763	5	0	1	1	1	4	7	10	7	0	1	1	3	1
ENSG00000276764	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000276765	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276768	1	0	0	2	1	2	0	2	2	0	1	4	0	6
ENSG00000276769	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276770	0	0	0	1	0	2	0	0	2	0	0	2	0	0
ENSG00000276771	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276772	1	1	0	0	11	12	30	2	1	2	12	7	1	16
ENSG00000276775	130	5	0	524	57	184	1811	40	16	141	148	45	37	19
ENSG00000276778	2	1	0	7	2	1	10	0	8	0	2	2	0	8
ENSG00000276782	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276784	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276786	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000276788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276789	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276790	10	1	2	1	1	3	0	0	0	0	1	4	0	4
ENSG00000276791	46	48	51	38	12	56	61	31	20	15	37	54	9	70
ENSG00000276800	2	0	0	0	0	0	2	1	0	0	0	0	1	0
ENSG00000276805	175	85	59	13	88	101	80	42	107	20	49	56	43	295
ENSG00000276807	0	0	0	2	0	0	0	1	0	0	0	0	0	2
ENSG00000276809	6	2	6	2	19	4	8	2	9	7	9	7	8	4
ENSG00000276810	2	0	0	0	1	0	0	0	3	0	1	1	0	0
ENSG00000276814	14	7	19	27	17	26	33	20	13	6	12	38	6	32
ENSG00000276819	2	3	3	15	24	47	19	3	6	4	0	12	2	0
ENSG00000276822	2	0	0	0	0	0	0	1	0	0	0	1	1	0
ENSG00000276823	1	5	2	2	0	1	0	0	2	0	0	3	0	0
ENSG00000276824	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276828	0	1	0	0	1	0	0	0	1	0	2	0	0	0
ENSG00000276829	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276830	2	0	0	0	2	1	0	0	3	0	0	5	3	7
ENSG00000276831	0	0	1	2	0	4	1	0	0	1	1	2	0	8
ENSG00000276832	3	4	0	5	5	1	10	4	12	0	3	27	11	3
ENSG00000276835	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276839	4	0	0	1	0	0	1	2	0	0	0	5	0	0
ENSG00000276840	7	2	1	4	7	3	4	5	5	0	3	4	5	18
ENSG00000276841	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276842	33	3	5	4	5	25	10	3	28	5	5	18	5	1
ENSG00000276844	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276845	0	0	1	0	4	1	0	0	0	0	2	0	0	8
ENSG00000276846	16	8	9	14	8	28	11	6	6	9	6	26	19	14
ENSG00000276850	18	0	4	540	126	53	18	21	159	180	11	17	4	10
ENSG00000276851	4	0	13	63	77	103	10	4	60	39	18	3	2	4
ENSG00000276853	17	5	3	7	10	5	3	29	5	5	5	24	11	24
ENSG00000276854	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276855	412	52	83	242	212	151	169	809	36	193	179	314	116	426
ENSG00000276857	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276859	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276861	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276863	4	0	2	0	6	9	1	2	8	2	0	6	0	4
ENSG00000276866	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276867	0	0	1	3	0	1	3	7	0	2	1	4	0	3
ENSG00000276868	0	1	2	0	0	1	0	1	0	0	0	2	0	0
ENSG00000276869	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276871	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276873	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276874	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276878	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276884	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276888	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276890	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276892	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276894	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276897	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276898	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276900	644	240	312	695	71	257	108	72	203	101	168	231	111	506
ENSG00000276902	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276903	2	4	5	2	0	5	2	13	0	0	1	10	2	42
ENSG00000276904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276908	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276915	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276916	7	5	6	5	0	3	10	4	35	7	2	20	3	2
ENSG00000276917	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276918	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000276919	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276923	0	6	1	1	1	0	2	1	0	5	1	1	1	0
ENSG00000276925	1	1	1	2	0	2	2	4	10	5	2	6	2	0
ENSG00000276926	4	0	5	2	5	8	0	5	1	0	3	9	4	1
ENSG00000276928	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276929	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276931	76	13	21	14	21	17	21	21	19	14	7	28	3	27
ENSG00000276934	5	3	11	1	2	6	4	11	7	1	3	5	2	7
ENSG00000276940	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000276941	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000276945	13	2	8	5	8	14	3	17	2	2	12	4	2	5
ENSG00000276949	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276950	1	0	0	0	0	0	0	1	2	0	0	0	1	0
ENSG00000276951	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276952	59	11	56	19	19	23	31	11	45	19	36	102	14	54
ENSG00000276953	22	5	0	7	10	40	30	5	27	22	1	22	12	5
ENSG00000276955	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276956	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000276957	8	3	1	0	0	7	12	2	4	0	5	9	0	6
ENSG00000276958	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276960	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276961	4	2	0	3	3	4	4	0	2	1	1	14	0	1
ENSG00000276963	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276964	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276965	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276966	6	0	0	6	1	12	9	25	1	7	6	29	10	206
ENSG00000276968	4	1	1	0	2	5	10	2	7	1	5	8	1	16
ENSG00000276972	0	1	2	0	0	1	1	0	0	0	0	0	0	0
ENSG00000276975	70	13	27	4	29	77	32	77	3	4	34	118	18	3
ENSG00000276980	273	13	36	33	61	35	51	5	60	11	6	169	133	8
ENSG00000276984	4	1	5	3	1	1	2	2	2	0	2	4	4	2
ENSG00000276988	5	4	5	6	1	4	2	6	17	5	5	13	3	9
ENSG00000276991	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276992	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276993	0	0	0	0	1	0	0	0	0	0	1	1	0	0
ENSG00000276997	27	3	7	4	5	9	12	8	25	6	4	25	5	7
ENSG00000276998	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277000	0	0	0	0	0	1	0	0	0	0	0	0	0	0
