TCGA.95.A4VK	TCGA.50.5055	TCGA.NJ.A7XG	TCGA.55.8615	TCGA.73.A9RS	TCGA.55.7914	TCGA.53.7624	TCGA.55.7281	TCGA.55.A48Z	TCGA.69.7974	TCGA.69.A59K
ENSG00000243729	0	0	0	0	0	0	0	0	2	0	1
ENSG00000243730	0	1	5	1	0	1	0	2	0	2	29
ENSG00000243733	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243738	8	0	4	1	4	0	1	6	4	5	10
ENSG00000243742	176	147	12	311	43	215	146	493	372	100	525
ENSG00000243744	4	2	3	1	0	5	1	7	7	4	17
ENSG00000243746	14	7	23	11	0	23	4	30	13	8	116
ENSG00000243749	182	271	244	209	44	320	408	399	202	395	364
ENSG00000243753	298	41	534	100	66	1040	857	102	647	1021	271
ENSG00000243758	0	0	0	0	0	0	0	0	1	0	0
ENSG00000243759	2	8	3	3	1	12	4	8	4	5	24
ENSG00000243761	0	1	1	0	1	1	0	1	0	1	2
ENSG00000243762	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243766	1	0	0	0	0	1	4	0	0	0	0
ENSG00000243770	0	0	0	0	0	0	0	0	0	0	2
ENSG00000243771	1	0	0	0	0	0	0	1	0	1	2
ENSG00000243772	1	1	0	0	1	0	2	1	2	43	1
ENSG00000243775	2	4	2	7	1	1	3	5	7	1	9
ENSG00000243777	1	0	0	2	1	1	3	0	1	2	20
ENSG00000243779	0	0	1	0	0	5	0	4	1	1	13
ENSG00000243780	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243781	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243782	1	0	0	0	0	1	4	0	0	0	0
ENSG00000243789	15	2	16	17	11	11	17	2	5	28	17
ENSG00000243792	0	0	0	1	0	0	0	0	0	0	0
ENSG00000243794	0	0	0	0	0	0	0	0	0	1	0
ENSG00000243795	11	4	3	4	0	5	0	5	10	2	1
ENSG00000243797	0	1	0	1	0	0	4	0	4	3	64
ENSG00000243799	1	0	0	0	0	0	0	0	0	0	0
ENSG00000243801	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243802	5	4	9	14	16	9	5	12	8	4	57
ENSG00000243806	1	0	5	0	1	13	0	5	0	2	1
ENSG00000243810	0	1	0	3	0	0	1	7	7	11	4
ENSG00000243811	431	372	138	72	164	508	435	190	298	358	201
ENSG00000243813	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243817	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243818	0	0	0	0	0	0	0	0	0	0	3
ENSG00000243819	16	4	11	13	10	22	62	6	19	10	12
ENSG00000243822	0	0	0	0	0	0	0	0	0	0	2
ENSG00000243824	2	4	1	3	0	1	0	2	1	4	12
ENSG00000243828	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243829	10	22	24	22	3	22	30	34	18	19	56
ENSG00000243830	0	0	1	2	0	3	0	1	4	3	12
ENSG00000243831	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243832	0	0	0	0	0	0	15	0	2	1	2
ENSG00000243836	26	158	63	1299	71	16	8	43	124	291	1135
ENSG00000243838	0	0	0	0	0	0	0	0	0	0	10
ENSG00000243844	0	1	0	4	0	1	0	0	1	1	6
ENSG00000243845	0	0	0	0	0	2	0	0	0	0	2
ENSG00000243847	3	0	1	1	1	0	2	0	0	1	2
ENSG00000243849	7	0	2	5	2	1	2	2	1	3	0
ENSG00000243853	0	2	0	0	0	0	0	0	0	0	0
ENSG00000243854	3	0	3	3	3	2	2	0	2	50	52
ENSG00000243855	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243856	0	0	1	0	0	0	0	0	0	0	0
ENSG00000243859	2	4	4	4	0	5	8	5	1	1	15
ENSG00000243861	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243864	0	0	0	0	0	0	0	0	0	0	2
ENSG00000243870	9	2	11	11	0	1	18	0	2	12	3
ENSG00000243871	2	0	0	0	0	0	2	1	2	8	0
ENSG00000243872	3	0	0	0	0	0	0	0	0	0	0
ENSG00000243873	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243877	0	0	0	0	0	0	0	0	0	0	1
ENSG00000243883	0	0	0	0	0	0	0	0	0	0	2
ENSG00000243885	4	2	7	3	5	2	3	3	5	1	2
ENSG00000243886	0	0	0	0	0	0	0	0	2	0	4
ENSG00000243888	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243889	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243894	1	3	5	3	0	1	0	0	0	0	11
ENSG00000243896	40	5	20	10	13	15	69	22	7	18	97
ENSG00000243900	0	1	1	0	0	1	0	0	0	2	0
ENSG00000243902	1	1	25	5	1	0	1	0	23	17	20
ENSG00000243903	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243904	4	2	4	6	0	2	3	4	3	5	25
ENSG00000243905	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243910	20	244	11	5	131	7	21	15	13	253	52
ENSG00000243911	0	0	0	0	1	0	0	0	0	0	0
ENSG00000243914	0	0	0	0	0	1	0	0	0	0	4
ENSG00000243915	1	0	0	0	0	1	1	0	2	0	0
ENSG00000243916	0	0	0	0	0	1	0	0	1	0	1
ENSG00000243918	1	0	1	9	0	1	1	0	1	0	10
ENSG00000243920	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243925	0	0	0	0	0	0	0	0	0	0	1
ENSG00000243926	57	18	26	14	46	29	28	17	32	24	87
ENSG00000243927	1076	1457	3163	2593	655	2987	1361	1371	2473	2329	1538
ENSG00000243929	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243930	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243939	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243943	3128	566	1657	1044	494	1632	1634	1206	1610	2760	1443
ENSG00000243944	1	0	0	1	0	0	7	21	22	1	7
ENSG00000243945	0	0	1	0	0	0	0	0	0	0	0
ENSG00000243951	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243953	0	0	0	1	0	0	0	1	0	2	0
ENSG00000243954	0	0	0	0	1	0	0	0	0	0	0
ENSG00000243955	35	561	1150	233	28	9	0	36	5	669	54
ENSG00000243957	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243959	0	1	0	0	0	0	2	0	1	1	0
ENSG00000243960	11	4	11	6	4	11	18	4	11	25	13
ENSG00000243961	6	53	1	6	0	0	6	103	10	37	38
ENSG00000243964	11	6	15	23	7	25	6	23	16	23	82
ENSG00000243967	0	0	0	0	1	0	2	0	0	0	0
ENSG00000243968	0	0	0	0	1	0	0	0	1	0	7
ENSG00000243969	0	0	0	0	0	0	0	0	2	0	0
ENSG00000243970	18	6	6	57	19	11	41	20	56	22	56
ENSG00000243974	0	0	1	0	0	4	1	1	0	1	11
ENSG00000243976	0	0	0	2	0	0	0	0	0	0	0
ENSG00000243977	2	2	0	1	0	2	0	2	2	1	5
ENSG00000243978	7	1	1	17	2	0	11	2	13	6	27
ENSG00000243979	2	1	0	0	0	0	0	0	0	0	4
ENSG00000243980	0	0	0	0	0	0	0	0	1	0	0
ENSG00000243981	0	0	0	0	0	0	4	0	0	0	0
ENSG00000243986	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243988	3	0	2	1	0	1	205	0	1	1	6
ENSG00000243989	357	49	369	461	62	237	85	144	186	307	190
ENSG00000243991	0	0	0	0	0	0	0	1	0	0	1
ENSG00000243995	0	0	0	0	0	0	0	0	0	0	1
ENSG00000244000	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244002	0	1	1	1	1	4	0	2	0	0	5
ENSG00000244003	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244004	0	0	0	1	0	7	0	2	0	0	6
ENSG00000244005	971	437	1622	1107	716	1006	1953	743	1146	1597	1671
ENSG00000244006	0	0	0	0	0	0	1	0	2	0	0
ENSG00000244009	1	0	5	0	3	6	10	2	3	8	15
ENSG00000244018	0	1	0	6	1	4	0	2	0	39	4
ENSG00000244019	1	0	0	2	0	0	0	5	1	0	4
ENSG00000244020	0	1	0	0	0	0	0	1	0	0	2
ENSG00000244021	9	7	8	8	4	9	3	24	4	6	20
ENSG00000244024	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244025	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244026	389	206	414	219	114	260	131	504	298	1303	627
ENSG00000244031	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244033	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244034	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244036	3	0	1	3	1	1	7	1	4	4	12
ENSG00000244038	12394	10617	10826	12665	6304	7494	11593	12546	8373	15680	15151
ENSG00000244039	0	0	0	0	0	1	0	0	0	0	1
ENSG00000244040	4	4	2	1	15	1	2	3	8	7	182
ENSG00000244041	196	51	271	151	80	113	201	55	205	197	33
ENSG00000244043	0	0	1	0	0	0	0	0	0	0	1
ENSG00000244044	0	0	1	0	0	0	0	0	0	3	1
ENSG00000244045	786	602	642	891	369	622	499	998	730	1386	646
ENSG00000244048	1	0	0	0	0	1	0	0	0	1	3
ENSG00000244050	3	1	0	0	1	2	2	0	2	2	1
ENSG00000244052	16	2	6	9	1	11	2	8	13	3	25
ENSG00000244053	2	0	3	5	1	4	0	7	3	4	15
ENSG00000244055	69	5	92	24	8	62	27	17	50	33	135
ENSG00000244056	4	1	15	1	3	1	5	0	2	24	1
ENSG00000244057	0	0	0	0	0	0	0	0	1	0	0
ENSG00000244060	1	0	0	3	1	2	1	1	4	1	3
ENSG00000244061	0	1	0	0	0	1	1	0	0	0	1
ENSG00000244062	0	0	0	1	1	0	0	0	0	0	0
ENSG00000244063	8	9	1	1	3	3	3	1	3	5	12
ENSG00000244065	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244066	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244067	44	165	16	114	1	5	0	18	0	451	9
ENSG00000244071	3	0	0	1	0	1	12	0	0	0	1
ENSG00000244073	7	3	18	7	1	19	1	37	14	12	42
ENSG00000244076	0	1	4	1	0	4	3	5	4	2	5
ENSG00000244080	1	1	0	0	0	0	0	0	0	3	1
ENSG00000244081	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244083	0	0	0	0	0	0	0	0	0	0	1
ENSG00000244086	2	4	4	3	7	11	3	3	7	1	29
ENSG00000244088	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244089	0	0	0	0	0	0	0	0	0	0	2
ENSG00000244091	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244094	0	3	83	0	0	1	0	134	1	0	0
ENSG00000244097	2	1	6	7	5	8	5	11	3	5	9
ENSG00000244099	0	0	1	0	0	0	0	0	0	1	0
ENSG00000244101	0	0	0	0	1	1	1	0	0	0	1
ENSG00000244104	0	1	0	0	0	0	6	0	2	0	2
ENSG00000244107	0	0	0	0	1	0	0	0	0	0	0
ENSG00000244112	0	0	0	0	0	1	0	0	0	0	2
ENSG00000244113	1	0	1	0	0	0	0	1	0	1	3
ENSG00000244115	0	0	0	0	1	1	0	0	0	0	0
ENSG00000244116	14	60	0	0	64	102	40	8	223	79	44
ENSG00000244119	366	12	341	38	23	151	198	126	96	120	76
ENSG00000244122	0	0	0	0	0	0	97	0	0	5	70
ENSG00000244124	5	2	8	2	10	17	8	6	11	27	158
ENSG00000244125	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244128	6	0	0	1	0	0	66	0	0	0	0
ENSG00000244130	0	0	1	0	0	0	0	0	0	0	1
ENSG00000244131	0	0	0	1	0	3	3	1	0	1	0
ENSG00000244134	3	0	0	1	1	3	0	0	1	15	1
ENSG00000244137	44	1	85	51	3	2	1	13	6	12	12
ENSG00000244139	1	0	0	0	0	0	1	0	1	0	0
ENSG00000244142	0	0	1	0	0	0	0	0	0	0	0
ENSG00000244144	20	3	7	2	3	12	2	1	0	17	6
ENSG00000244146	0	0	0	0	0	0	0	0	1	1	1
ENSG00000244151	76	11	116	47	33	45	15	22	87	43	165
ENSG00000244153	0	0	0	0	0	0	2	0	3	2	21
ENSG00000244155	2	0	57	0	89	0	1	0	5	0	4
ENSG00000244157	0	0	0	0	0	0	4	0	0	0	0
ENSG00000244158	0	0	1	0	0	0	0	1	0	1	0
ENSG00000244159	0	0	0	0	0	1	2	0	0	3	5
ENSG00000244161	123	2	89	55	21	45	215	31	107	151	263
ENSG00000244165	163	154	262	257	110	204	275	364	697	552	318
ENSG00000244167	5	0	2	0	1	1	0	2	4	0	0
ENSG00000244169	0	0	0	0	0	0	0	0	0	0	1
ENSG00000244171	4	1	11	0	1	9	6	6	3	1	21
ENSG00000244176	1	0	3	0	0	0	3	1	1	1	8
ENSG00000244183	0	0	0	0	0	0	0	3	1	0	5
ENSG00000244184	6	3	17	9	3	3	10	1	11	4	1
ENSG00000244187	3175	1835	2441	5891	691	1528	2651	2040	2733	1589	2318
ENSG00000244192	1	1	2	3	0	1	2	3	4	0	21
ENSG00000244193	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244194	2	0	0	0	1	0	0	0	0	0	0
ENSG00000244196	0	0	0	2	0	2	2	0	2	0	7
ENSG00000244197	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244198	36	12	4	9	13	7	11	5	15	21	110
ENSG00000244199	0	0	0	0	0	1	0	1	0	0	8
ENSG00000244203	1	2	2	0	0	0	1	2	1	1	1
ENSG00000244213	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244215	1	1	0	0	0	1	1	2	0	4	0
ENSG00000244217	0	0	0	0	0	0	2	0	1	0	2
ENSG00000244218	7	2	7	1	8	8	7	6	7	6	25
ENSG00000244219	19	16	4	5	6	9	7	2	19	9	13
ENSG00000244222	0	0	0	0	0	0	0	0	0	0	2
ENSG00000244226	1	0	0	0	0	0	0	0	1	0	12
ENSG00000244227	4	4	0	0	0	1	0	3	8	4	0
ENSG00000244229	0	0	0	3	0	1	0	0	0	2	2
ENSG00000244230	0	0	0	0	0	1	0	2	0	0	0
ENSG00000244231	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244232	0	0	0	0	0	1	1	0	0	0	1
ENSG00000244234	0	0	0	3	0	0	1	0	1	0	3
ENSG00000244235	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244236	0	0	0	0	0	0	0	1	1	0	0
ENSG00000244237	2	0	0	0	0	0	0	0	0	0	5
ENSG00000244239	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244242	304	426	2263	354	174	183	360	661	1854	1976	682
ENSG00000244244	0	1	0	0	0	0	0	0	0	0	2
ENSG00000244245	6	8	7	12	1	7	4	12	8	8	34
ENSG00000244246	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244247	0	0	4	1	0	0	3	0	5	0	0
ENSG00000244249	1	0	0	0	0	0	1	0	0	0	0
ENSG00000244251	3	5	2	2	0	10	4	14	2	0	10
ENSG00000244253	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244255	2	1	2	1	0	3	0	0	0	1	0
ENSG00000244256	24	1	5	7	7	12	1	4	2	12	21
ENSG00000244257	4	1	3	3	1	3	0	0	5	4	4
ENSG00000244259	1	0	1	1	0	1	0	2	0	0	5
ENSG00000244260	0	0	0	0	0	0	0	0	0	0	1
ENSG00000244264	0	0	0	0	0	0	1	0	0	0	0
ENSG00000244265	1	0	1	0	2	2	1	0	0	2	5
ENSG00000244266	1	1	2	0	0	0	0	1	0	0	0
ENSG00000244267	0	0	4	1	0	3	2	0	1	1	0
ENSG00000244268	3	0	1	1	1	1	3	1	0	3	9
ENSG00000244270	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244273	0	5	0	0	0	0	1	4	4	8	0
ENSG00000244274	100	79	421	220	53	287	109	105	245	310	165
ENSG00000244278	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244280	131	13	59	0	3	7	589	10	6	123	14
ENSG00000244281	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244283	1	0	0	0	0	0	0	0	0	0	1
ENSG00000244286	2	0	2	2	0	0	2	0	7	0	2
ENSG00000244289	0	1	0	0	0	6	0	0	2	0	4
ENSG00000244292	0	0	0	0	0	0	0	0	2	0	0
ENSG00000244294	1	0	1	0	0	4	1	0	0	0	0
ENSG00000244295	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244296	0	0	0	0	1	1	1	0	0	0	0
ENSG00000244297	0	0	1	0	0	0	0	0	0	0	0
ENSG00000244300	152	82	529	251	8	10	940	117	439	215	440
ENSG00000244301	2	0	0	4	34	0	2	0	10	0	0
ENSG00000244302	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244306	9	2	1	1	23	4	96	11	22	55	6
ENSG00000244307	0	0	2	2	0	2	0	0	5	1	3
ENSG00000244308	0	0	0	0	0	0	2	1	0	0	0
ENSG00000244310	2	0	0	0	0	0	3	0	0	13	2
ENSG00000244313	144	203	232	395	55	361	180	245	234	390	452
ENSG00000244314	0	0	0	0	0	1	0	1	3	2	1
ENSG00000244318	0	0	1	0	0	0	0	0	0	0	0
ENSG00000244321	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244326	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244327	4	0	8	2	1	4	5	1	8	3	5
ENSG00000244328	0	0	0	0	0	1	0	0	1	0	2
ENSG00000244329	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244331	2	0	1	3	0	1	1	4	1	0	16
ENSG00000244332	2	0	0	0	0	2	1	1	13	0	0
ENSG00000244335	1	0	0	0	0	0	0	0	0	0	1
ENSG00000244337	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244342	4	0	0	1	1	0	1	0	0	0	2
ENSG00000244345	1	1	0	0	1	1	0	0	4	1	2
ENSG00000244346	4	0	3	1	0	1	1	1	4	2	2
ENSG00000244349	7	5	5	68	5	6	93	1	10	65	32
ENSG00000244355	1	0	0	0	0	0	0	0	0	0	0
ENSG00000244356	0	0	0	0	0	0	0	0	0	1	0
ENSG00000244357	8	1	7	2	2	3	0	2	7	1	4
ENSG00000244358	0	0	1	0	0	0	1	0	0	0	0
ENSG00000244361	1	0	0	0	0	7	0	0	2	2	8
ENSG00000244362	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244363	31	12	52	64	6	51	13	39	18	32	109
ENSG00000244371	6	0	0	1	1	0	6	1	1	4	5
ENSG00000244372	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244376	0	1	2	0	0	0	0	0	0	0	0
ENSG00000244378	3	0	14	0	0	20	1	0	1	2	7
ENSG00000244380	0	0	0	3	0	1	0	0	0	0	0
ENSG00000244381	0	0	0	0	0	2	2	1	0	2	4
ENSG00000244383	1	2	1	0	1	0	0	0	0	2	1
ENSG00000244384	0	0	0	0	0	0	0	0	1	0	2
ENSG00000244389	0	0	1	0	0	0	0	0	0	0	0
ENSG00000244390	1	0	1	0	1	3	0	1	1	2	12
ENSG00000244391	0	0	0	0	0	0	1	0	0	0	0
ENSG00000244392	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244395	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244398	319	175	535	749	102	145	241	469	906	267	525
ENSG00000244399	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244400	0	0	0	1	0	0	0	3	0	0	5
ENSG00000244402	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244404	0	0	0	0	0	0	0	0	1	0	1
ENSG00000244405	775	1182	3005	1477	76	4137	747	2806	1535	2844	1380
ENSG00000244411	0	0	5	1	0	2	2	1	6	2	10
ENSG00000244413	0	0	0	0	0	0	0	2	0	1	0
ENSG00000244414	4	7	1	1	7	0	1	0	0	2	3
ENSG00000244422	0	0	0	0	0	0	0	1	0	0	1
ENSG00000244425	25	0	17	19	6	11	31	1	16	11	18
ENSG00000244427	0	0	0	0	0	0	0	0	0	0	1
ENSG00000244429	0	0	0	0	0	0	0	0	0	0	1
ENSG00000244432	1	0	0	0	0	0	0	0	0	0	0
ENSG00000244436	0	0	0	0	0	2	0	0	0	0	1
ENSG00000244437	1731	3887	148	239	541	5629	878	333	6002	1236	12160
ENSG00000244441	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244451	1	0	2	0	0	1	3	0	0	0	0
ENSG00000244456	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244457	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244459	70	81	98	57	9	21	95	107	84	100	162
ENSG00000244461	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244462	4004	2199	2662	3072	1817	4401	6538	3039	3634	10559	6844
ENSG00000244464	0	0	0	0	0	0	0	1	1	0	0
ENSG00000244468	0	0	0	0	1	0	2	0	2	0	0
ENSG00000244470	2	0	0	1	0	0	0	0	0	0	1
ENSG00000244471	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244474	0	0	0	0	0	0	19	0	0	0	5
ENSG00000244476	7	5	7	4	1	11	45	4	2	18	3
ENSG00000244479	105	38	106	55	62	72	182	104	45	106	488
ENSG00000244480	66	7	127	14	26	18	15	23	53	34	37
ENSG00000244482	110	47	12	106	14	52	96	132	357	511	292
ENSG00000244485	0	2	0	1	1	1	18	0	0	1	7
ENSG00000244486	633	479	290	406	126	378	148	466	1426	637	277
ENSG00000244490	6	3	2	3	3	7	2	3	6	2	15
ENSG00000244491	2	0	10	0	1	2	1	0	2	2	2
ENSG00000244493	0	0	0	0	0	0	0	0	1	0	0
ENSG00000244501	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244502	9	1	2	1	1	0	0	1	2	4	6
ENSG00000244503	1	4	4	1	0	76	1	9	2	84	12
ENSG00000244509	3319	2876	1878	439	109	4992	3002	2988	2136	5018	2525
ENSG00000244510	1	0	0	0	1	0	1	0	2	0	2
ENSG00000244512	31	0	0	2	0	0	6	1	1	0	0
ENSG00000244513	79	23	87	46	25	45	35	37	67	106	82
ENSG00000244514	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244515	16	10	30	23	5	27	16	33	19	12	70
ENSG00000244521	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244527	1	4	1	1	0	5	4	4	0	1	6
ENSG00000244528	0	0	1	0	0	1	1	0	0	2	1
ENSG00000244532	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244534	0	0	0	0	0	1	0	0	0	0	1
ENSG00000244535	1	1	0	3	0	1	0	2	6	0	4
ENSG00000244537	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244538	24	24	20	61	13	11	12	22	14	26	73
ENSG00000244540	0	0	0	2	0	0	0	1	1	3	2
ENSG00000244541	0	0	0	0	0	0	2	1	6	2	64
ENSG00000244544	0	0	0	1	0	0	0	0	0	0	0
ENSG00000244545	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244550	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244551	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244556	3	1	8	4	11	6	13	3	9	16	73
ENSG00000244558	3	8	1	9	6	9	19	2	7	1	3
ENSG00000244559	0	0	0	0	0	0	0	0	0	0	2
ENSG00000244560	311	10	242	80	74	68	37	27	220	187	646
ENSG00000244561	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244563	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244564	0	2	0	0	0	3	0	2	5	1	2
ENSG00000244565	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244568	0	0	0	0	0	0	0	0	0	1	1
ENSG00000244571	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244573	4	0	0	0	2	0	1	0	0	0	8
ENSG00000244575	625	1547	54	58	305	1771	198	343	1441	542	14105
ENSG00000244578	2	0	0	0	0	0	57	0	0	0	12
ENSG00000244582	7	3	1	5	0	13	4	14	3	5	26
ENSG00000244585	1	1	0	6	0	5	1	9	1	1	13
ENSG00000244586	8	7	45	6	0	22	8	20	15	25	29
ENSG00000244588	4	1	1	3	0	0	5	1	3	0	7
ENSG00000244593	4	3	16	58	5	48	25	41	18	59	126
ENSG00000244604	5	2	2	2	1	4	9	2	0	2	10
ENSG00000244607	24	58	110	24	40	17	14	33	17	139	41
ENSG00000244610	0	0	2	1	0	0	0	0	1	0	0
ENSG00000244615	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244617	108	31	17	52	28	48	55	14	28	52	41
ENSG00000244618	0	0	0	0	0	0	0	0	0	1	3
ENSG00000244619	16	2	2	6	2	0	0	6	3	0	3
ENSG00000244620	3	11	0	1	2	19	1	0	24	0	212
ENSG00000244621	0	1	7	31	0	0	0	3	2	0	2
ENSG00000244623	2	0	0	0	1	0	0	0	3	2	2
ENSG00000244624	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244625	175	107	127	82	73	65	59	74	110	188	396
ENSG00000244627	332	47	274	82	71	38	103	52	165	164	136
ENSG00000244630	1	0	1	0	0	1	0	0	0	1	0
ENSG00000244632	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244640	0	0	0	0	0	0	0	0	1	0	2
ENSG00000244641	0	0	0	0	0	0	0	2	0	0	1
ENSG00000244642	0	1	5	0	2	8	4	4	3	4	13
ENSG00000244646	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244649	130	9	0	116	2	16	69	5	121	7	10
ENSG00000244650	0	0	0	0	0	0	0	0	1	0	0
ENSG00000244652	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244653	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244657	0	1	1	0	0	0	0	0	1	0	0
ENSG00000244661	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244662	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244668	4	8	12	4	17	8	12	6	3	7	58
ENSG00000244669	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244671	1	0	0	1	1	0	0	0	3	3	2
ENSG00000244674	3	2	1	0	0	1	0	0	0	1	0
ENSG00000244675	14	3	2	3	6	4	793	3	13	12	16
ENSG00000244676	19	4	7	5	0	28	85	2	10	3	48
ENSG00000244677	0	0	0	0	0	0	0	0	1	0	0
ENSG00000244681	0	0	0	1	1	0	3	0	0	2	2
ENSG00000244682	182	82	101	82	27	214	107	155	931	911	340
ENSG00000244687	538	222	596	206	319	470	428	267	366	713	427
ENSG00000244691	0	2	2	1	0	5	2	2	1	0	4
ENSG00000244692	2	0	3	3	1	0	0	1	0	2	0
ENSG00000244693	31	1	25	13	4	9	40	14	11	18	8
ENSG00000244694	37	56	237	47	0	11	11	6	8	45	22
ENSG00000244699	3	2	5	1	0	4	1	30	1	4	4
ENSG00000244701	114	27	94	84	53	42	20	50	88	64	140
ENSG00000244703	18	0	0	0	1	1	1	0	0	1	2
ENSG00000244705	0	0	0	1	0	1	1	0	0	0	6
ENSG00000244706	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244708	0	0	0	0	0	0	0	0	0	0	1
ENSG00000244710	0	0	0	0	0	0	0	1	0	1	1
ENSG00000244712	0	0	1	1	2	0	2	0	1	5	4
ENSG00000244716	34	23	50	74	10	49	14	65	55	20	60
ENSG00000244717	0	1	1	2	0	0	2	0	5	0	7
ENSG00000244720	6	3	0	0	0	11	5	1	7	11	13
ENSG00000244722	1	5	4	2	0	4	0	5	1	6	23
ENSG00000244723	17	0	13	14	7	35	5	3	15	19	12
ENSG00000244730	1	0	1	1	0	0	0	0	1	0	0
ENSG00000244731	388	683	283	682	229	1255	129	328	4464	623	302
ENSG00000244732	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244733	14	12	47	51	15	34	55	30	42	7	15
ENSG00000244734	3553	445	223	1521	105	185	491	349	262	1762	117
ENSG00000244738	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244740	0	0	0	0	0	0	0	3	0	0	2
ENSG00000244743	0	0	0	0	0	0	0	0	1	0	2
ENSG00000244748	2	0	5	0	0	0	3	0	1	0	1
ENSG00000244752	4	1	8	1	2	1	2	10	5	2	12
